,0,1,C,A,T,H,CA,C_map
4v33A01,-4.3622284,4.759588,2,60,40,3760,2.60,Mainly Beta
4i4tB01,1.8297561,3.496346,3,40,50,1440,3.40,Alpha Beta
3floA02,-0.35111684,4.1625676,3,60,21,60,3.60,Alpha Beta
3vw4A01,5.4626603,-2.4330232,1,10,340,50,1.10,Mainly Alpha
2hngA00,-2.2591412,3.4814672,3,10,420,10,3.10,Alpha Beta
2jtxA01,3.9093397,2.2364964,6,10,140,1250,6.10,Special
5ly3A02,1.5289159,3.2643173,3,30,420,570,3.30,Alpha Beta
3gw7A00,5.062573,-0.1968108,1,10,3210,50,1.10,Mainly Alpha
4hfxC00,1.5031277,-0.26143926,6,10,250,3180,6.10,Special
2mphA01,4.1988654,2.3317552,1,10,720,80,1.10,Mainly Alpha
1mkkB00,-4.6381145,3.4997554,2,10,90,10,2.10,Mainly Beta
6hoyA02,-2.77048,5.890157,2,20,28,200,2.20,Mainly Beta
4hg2A02,4.5214334,1.4001994,1,10,10,2560,1.10,Mainly Alpha
4f15J02,1.100097,-1.4815187,6,10,250,2540,6.10,Special
3ix3A00,4.5963826,0.99545926,3,30,450,80,3.30,Alpha Beta
3d2lA02,-6.1773877,2.1269841,2,20,25,110,2.20,Mainly Beta
1dekA02,5.197285,0.00862831,1,10,238,70,1.10,Mainly Alpha
3ibpA01,2.5017154,-4.2188263,1,20,58,850,1.20,Mainly Alpha
1pjqA03,4.0961647,0.50330496,1,10,8,210,1.10,Mainly Alpha
1odhA01,-3.0979903,4.8261213,2,20,25,670,2.20,Mainly Beta
1u5kA03,2.4781337,4.9601903,6,20,220,20,6.20,Special
3nbiA02,-4.953739,5.857508,2,40,50,770,2.40,Mainly Beta
3kp1E02,5.2870655,2.4257789,1,10,8,1000,1.10,Mainly Alpha
4ne3B02,4.6372604,0.7548334,6,10,130,30,6.10,Special
3i33A01,0.8679184,3.8338327,3,30,420,40,3.30,Alpha Beta
3bhwA00,4.1533904,1.4631983,1,10,3540,10,1.10,Mainly Alpha
2hd0A02,-0.1809466,4.6943283,2,30,30,710,2.30,Mainly Beta
6dcjA02,5.741508,0.27265576,1,25,40,650,1.25,Mainly Alpha
3ze3B00,6.401281,-4.6461687,1,10,287,3610,1.10,Mainly Alpha
3rj2X00,-4.9150233,5.6742134,2,60,120,1150,2.60,Mainly Beta
3mvkD01,0.7579969,4.8429394,3,40,1650,10,3.40,Alpha Beta
4h9nC00,2.9505444,-5.771851,1,20,58,2170,1.20,Mainly Alpha
2f40A00,0.16017199,5.076779,3,30,70,1750,3.30,Alpha Beta
3d03A01,2.7860947,2.4363823,3,60,21,40,3.60,Alpha Beta
2krxA01,2.538541,2.702844,3,90,940,40,3.90,Alpha Beta
2oo4A02,-0.19919288,4.3201156,3,30,70,3310,3.30,Alpha Beta
1irxA02,-3.0514643,5.525416,2,30,30,300,2.30,Mainly Beta
2bjiB02,0.8600566,5.147012,3,40,190,80,3.40,Alpha Beta
2l0zA00,1.6458519,4.9814873,2,20,28,180,2.20,Mainly Beta
3u4qB04,4.7321672,0.6862944,6,10,140,1030,6.10,Special
1ro2A02,-2.7129073,5.1492,3,30,2250,10,3.30,Alpha Beta
2ke4A00,5.9563107,-4.40075,6,10,140,470,6.10,Special
6c1tA00,1.0323272,4.6716743,3,30,890,10,3.30,Alpha Beta
1x9tA02,-0.36962408,4.1589503,3,90,1620,10,3.90,Alpha Beta
1zhcA00,7.026096,-2.6402864,6,10,280,50,6.10,Special
3eh1A03,-4.516029,4.351595,2,60,40,1670,2.60,Mainly Beta
1mw5A01,4.3505087,0.022902679,1,20,272,30,1.20,Mainly Alpha
2xw6A00,1.0543655,5.257667,3,40,50,1380,3.40,Alpha Beta
2jhpA03,2.9910495,1.0519738,1,20,1280,200,1.20,Mainly Alpha
3m1cA01,-2.209597,4.230063,3,10,360,40,3.10,Alpha Beta
1zghA02,-2.6209686,4.912292,3,10,25,20,3.10,Alpha Beta
3go5A01,-3.6671011,6.2928896,2,40,50,330,2.40,Mainly Beta
4divC02,1.8959686,-8.810402,6,10,250,2900,6.10,Special
2z1dB01,1.3109994,4.4652796,3,40,50,11750,3.40,Alpha Beta
1e7lA01,2.942048,0.43129513,3,40,1800,10,3.40,Alpha Beta
4myzC00,2.4395306,-1.765389,6,10,250,3430,6.10,Special
2gaiA04,4.61374,1.6881258,1,10,290,10,1.10,Mainly Alpha
6dcmA00,0.8351613,5.193965,2,40,20,10,2.40,Mainly Beta
3sx6A00,1.1942549,3.610145,3,50,50,100,3.50,Alpha Beta
4gmqA00,5.365585,-0.26166022,1,10,8,840,1.10,Mainly Alpha
3hj4A02,2.2244484,2.123387,3,30,460,10,3.30,Alpha Beta
3zgxA02,4.1924524,-7.778753,6,10,140,1720,6.10,Special
2wnpF01,-4.1625457,5.686001,3,90,215,10,3.90,Alpha Beta
1yr1A00,0.5106226,3.8487954,3,40,50,10960,3.40,Alpha Beta
4dgwB02,1.7565866,-11.145991,6,10,250,1320,6.10,Special
4kzsA02,4.9813514,-2.0149622,6,10,140,1870,6.10,Special
2c7nA01,2.171741,-10.500976,1,20,5,4770,1.20,Mainly Alpha
2qguA02,4.901751,0.15031207,1,10,10,640,1.10,Mainly Alpha
2qdlA02,-2.6585753,5.2880282,2,40,50,180,2.40,Mainly Beta
2cxyA00,4.8455224,1.9974452,1,10,150,60,1.10,Mainly Alpha
1v74B00,4.0883093,0.8597639,1,20,120,650,1.20,Mainly Alpha
4zyaB00,1.9977233,4.696761,3,30,1910,20,3.30,Alpha Beta
1p0sL01,-0.43083814,4.273615,4,10,740,10,4.10,Few Sec. Str.
4xjxB01,0.18513997,4.0754685,3,90,1570,50,3.90,Alpha Beta
1x7iA00,1.108401,5.1842585,3,20,20,380,3.20,Alpha Beta
2e52B01,3.2121744,1.4881628,3,40,91,70,3.40,Alpha Beta
3q9dB01,5.381802,0.19472405,1,20,58,1050,1.20,Mainly Alpha
1x6iB00,5.0903544,1.1151309,1,10,150,250,1.10,Mainly Alpha
4i6mD00,-3.203194,2.6309037,6,20,420,10,6.20,Special
3imoC00,4.1504188,2.2202947,3,30,920,70,3.30,Alpha Beta
1jeqA05,4.310139,2.5834742,1,10,720,30,1.10,Mainly Alpha
3dpuA03,3.2932916,1.9759076,1,10,10,2200,1.10,Mainly Alpha
3askA02,-3.1180933,5.2975926,2,30,30,1150,2.30,Mainly Beta
4n6qA00,-3.3194962,4.1776476,2,60,40,3960,2.60,Mainly Beta
3oxpA00,1.7598177,3.4301803,3,40,930,10,3.40,Alpha Beta
2wviA00,4.293614,-1.75322,1,25,40,430,1.25,Mainly Alpha
3k9tA02,-3.6256752,5.128832,3,50,30,90,3.50,Alpha Beta
3thgA00,3.129572,-2.3839467,1,10,8,1070,1.10,Mainly Alpha
4yorB00,0.38543215,3.6267374,3,30,420,440,3.30,Alpha Beta
2wyhA07,-4.205431,5.087022,2,60,40,2220,2.60,Mainly Beta
5mgwA02,-1.2977744,1.9303461,3,30,70,380,3.30,Alpha Beta
1fjkA00,1.2605236,-3.5034566,1,20,5,290,1.20,Mainly Alpha
1vziA01,-3.134806,5.5452886,2,20,28,100,2.20,Mainly Beta
2uv9A05,1.8886071,-8.810136,6,10,250,1940,6.10,Special
4ja3A02,6.22733,1.6455094,1,10,286,90,1.10,Mainly Alpha
3hieB01,-2.1328185,3.1772585,2,30,29,90,2.30,Mainly Beta
5gjiA00,1.2853917,3.6594067,3,30,505,10,3.30,Alpha Beta
2yreA01,1.2893608,4.7981424,3,30,40,150,3.30,Alpha Beta
2g5dA03,-2.5554888,4.750285,2,40,50,270,2.40,Mainly Beta
3lcnB00,6.388145,-0.4814053,1,10,340,40,1.10,Mainly Alpha
5nnpA01,6.723051,0.948105,1,25,40,1040,1.25,Mainly Alpha
4eozB03,3.2109284,2.0041025,6,10,280,240,6.10,Special
3eujB00,3.2628524,0.753315,1,10,225,40,1.10,Mainly Alpha
2ze3A02,4.05709,-1.0059475,6,10,250,510,6.10,Special
4h4dA02,1.1477708,3.8725152,3,40,50,11270,3.40,Alpha Beta
4mncA00,1.9393854,3.250573,3,40,190,170,3.40,Alpha Beta
4ckbA03,-1.1998422,3.9518957,2,40,50,830,2.40,Mainly Beta
1kmtA00,-4.820141,3.0873592,2,70,50,30,2.70,Mainly Beta
4goqA00,0.14667694,4.262474,3,40,1530,20,3.40,Alpha Beta
2i9xA00,-3.2175043,5.0295563,3,30,1120,40,3.30,Alpha Beta
3ayjA02,2.393324,2.9302266,3,90,660,60,3.90,Alpha Beta
4c47A01,-4.271835,3.954516,2,60,40,1620,2.60,Mainly Beta
3tgnA01,1.3171978,-3.6541245,6,10,250,2360,6.10,Special
2a2pA01,0.64951074,4.3701153,3,40,30,50,3.40,Alpha Beta
4binA01,-3.9445026,4.7490573,2,60,40,3500,2.60,Mainly Beta
2o36A01,4.5928907,-2.2660275,1,20,1050,40,1.20,Mainly Alpha
2w00A05,5.1780014,-0.19538274,1,20,58,2040,1.20,Mainly Alpha
2ab5A01,2.050236,2.150488,3,10,28,10,3.10,Alpha Beta
2eqgA01,2.807642,4.551278,4,10,240,30,4.10,Few Sec. Str.
1epuA03,3.587265,2.0055895,1,25,40,60,1.25,Mainly Alpha
3nppA00,-4.643719,5.9047375,2,40,50,480,2.40,Mainly Beta
2mm0A00,-3.404512,5.3409486,2,10,70,110,2.10,Mainly Beta
3fkeA02,-2.6417766,5.2258153,2,10,10,70,2.10,Mainly Beta
1jv1B02,-0.4123876,4.8753915,2,10,10,100,2.10,Mainly Beta
3tcqA01,-3.0721002,3.8714743,2,70,20,20,2.70,Mainly Beta
4ckkB01,2.4648926,1.8185406,3,90,199,10,3.90,Alpha Beta
3nk4B01,-3.6871247,5.1017766,2,60,40,3210,2.60,Mainly Beta
2c42A04,-0.1061763,3.717476,4,10,780,10,4.10,Few Sec. Str.
1xawA01,3.4348607,-8.268614,6,10,140,340,6.10,Special
3v7nA01,3.9854774,2.7534668,3,90,1380,10,3.90,Alpha Beta
2o90A00,0.7748733,3.3220043,3,30,1130,10,3.30,Alpha Beta
1q08A00,3.1184244,-6.835812,1,10,1660,10,1.10,Mainly Alpha
1epwA02,7.7388396,-3.1769512,1,20,1120,10,1.20,Mainly Alpha
4wkzA01,-5.342354,0.9660453,2,60,40,3810,2.60,Mainly Beta
5kisB00,-2.5701368,4.8033223,2,180,10,10,2.180,Mainly Beta
3ug9A03,-3.9186409,3.460955,6,20,370,80,6.20,Special
3e7jA03,-4.606193,5.7512245,2,60,40,2750,2.60,Mainly Beta
2lpbA00,1.5498998,1.1487219,1,10,287,2920,1.10,Mainly Alpha
1n7zA01,-3.917382,4.724199,2,60,340,10,2.60,Mainly Beta
2lf0A02,0.6387849,3.5077069,3,30,1370,150,3.30,Alpha Beta
4b1yB03,3.2927005,2.0976732,3,90,640,10,3.90,Alpha Beta
4o6mB02,8.302625,-2.9762216,1,20,120,1760,1.20,Mainly Alpha
4u9nA00,7.1069016,-2.309839,1,10,357,20,1.10,Mainly Alpha
6ha4A00,-2.6984332,5.186557,2,40,50,60,2.40,Mainly Beta
2i5vO02,-4.3878284,4.7796674,3,90,930,1,3.90,Alpha Beta
4fm3A00,4.5431676,-5.286257,1,20,1270,390,1.20,Mainly Alpha
4mxtA00,-3.4922519,5.620061,2,50,20,10,2.50,Mainly Beta
1egwB01,3.3613002,-5.068613,3,40,1810,10,3.40,Alpha Beta
3g67A00,2.8950517,-10.74673,1,10,287,950,1.10,Mainly Alpha
3dwlE00,1.9399897,2.6537943,6,10,20,160,6.10,Special
6h9nA02,-0.29158974,4.2282586,3,40,50,11690,3.40,Alpha Beta
2nrrA00,2.1488497,2.618541,3,30,420,340,3.30,Alpha Beta
4f9aB01,-3.0963712,3.2515192,2,10,50,40,2.10,Mainly Beta
2kgyA00,0.8701965,4.5249214,3,30,505,20,3.30,Alpha Beta
2p22D00,-2.5872507,-4.3298545,6,10,250,1830,6.10,Special
2d4xA00,7.5129724,-4.2527146,1,20,1330,10,1.20,Mainly Alpha
3zcoA00,4.1501718,1.632413,1,10,10,2450,1.10,Mainly Alpha
6em3O02,2.0288877,-8.671537,1,20,5,4280,1.20,Mainly Alpha
3od1A02,0.006776379,4.6308393,3,40,50,12590,3.40,Alpha Beta
3bonA00,1.1411023,3.093557,3,90,1240,10,3.90,Alpha Beta
2yhgA01,1.2132195,3.935716,3,90,245,10,3.90,Alpha Beta
3qx3A01,1.7291979,3.0925598,3,40,50,670,3.40,Alpha Beta
5ui5I01,4.628438,2.0156293,1,10,10,1330,1.10,Mainly Alpha
3ekiA01,1.5755241,3.4952593,3,40,190,180,3.40,Alpha Beta
3k1hA00,6.4686513,-3.8471024,3,30,1120,180,3.30,Alpha Beta
2ed6A01,-3.784467,3.9984934,2,60,40,2770,2.60,Mainly Beta
2x8kA02,-3.7909064,4.103744,6,20,370,30,6.20,Special
1v8dC00,0.5318365,4.0232377,3,40,50,10360,3.40,Alpha Beta
3t5qG03,0.040829804,2.2880578,6,10,250,1200,6.10,Special
1j6rA00,3.3431573,0.9459463,3,40,109,40,3.40,Alpha Beta
3nrtB00,2.054864,0.8936489,6,20,350,10,6.20,Special
2j7aC00,3.0436006,-1.8860117,1,10,3820,10,1.10,Mainly Alpha
2f48A03,4.971329,0.8515666,1,10,10,480,1.10,Mainly Alpha
4cyiA02,0.35389364,-4.986436,1,20,5,5160,1.20,Mainly Alpha
3natA01,1.8757324,1.4232928,3,40,50,11250,3.40,Alpha Beta
2xr1A01,2.8802311,0.64053875,3,30,300,230,3.30,Alpha Beta
2a50C00,-3.8887067,3.918887,3,30,1300,40,3.30,Alpha Beta
2a6hC04,-3.0542943,5.5634904,2,30,150,10,2.30,Mainly Beta
4ndoB00,1.4751797,3.4945962,3,40,1160,10,3.40,Alpha Beta
2w5qA01,3.7249682,1.9037906,3,30,1120,170,3.30,Alpha Beta
4hlbA00,0.33627126,2.9942603,3,30,70,2960,3.30,Alpha Beta
1vq8P02,0.56745404,2.5412617,1,20,5,560,1.20,Mainly Alpha
2lg7A00,-5.343511,4.801438,2,60,60,50,2.60,Mainly Beta
4aybA08,0.039064232,-4.0212607,6,10,250,2940,6.10,Special
2zxeB02,-2.7359061,4.460582,2,60,40,1660,2.60,Mainly Beta
1ix9A01,5.8872166,-1.3819116,1,10,287,990,1.10,Mainly Alpha
2lc0A00,0.18967561,2.7840855,3,30,2320,60,3.30,Alpha Beta
3q23A04,5.353632,0.67346686,6,10,140,1370,6.10,Special
3dorA01,5.577497,-0.6649153,1,20,920,70,1.20,Mainly Alpha
3qr8A02,-5.652384,4.945227,6,20,150,10,6.20,Special
2qdjA02,2.3458695,-5.310761,6,10,140,1380,6.10,Special
3ho6B00,1.005631,5.2307277,3,40,50,11050,3.40,Alpha Beta
4zy7A00,3.0232425,1.263153,3,30,1050,40,3.30,Alpha Beta
1pj5A03,0.6730506,4.955628,3,30,1360,120,3.30,Alpha Beta
2fokB01,3.6621997,2.0034652,3,90,241,10,3.90,Alpha Beta
2lq4p01,6.2413306,0.8310222,6,10,250,1390,6.10,Special
1qwyA01,-2.0554624,5.371484,2,40,50,290,2.40,Mainly Beta
3fd9A01,3.9410317,1.7322538,1,10,8,520,1.10,Mainly Alpha
5e33A03,-0.88227844,4.3085423,3,30,70,2600,3.30,Alpha Beta
5ntdC01,0.875119,3.4909353,3,40,50,10590,3.40,Alpha Beta
2a01A02,1.9694629,-2.8563738,6,10,140,380,6.10,Special
3m6wA03,-3.2186103,4.497751,2,30,130,60,2.30,Mainly Beta
1qf8A02,-0.2994917,4.0159173,2,20,25,20,2.20,Mainly Beta
2yfoA01,-3.43342,4.692429,2,70,98,60,2.70,Mainly Beta
2q2eB04,1.9879085,-2.9453049,6,10,20,80,6.10,Special
5lndB00,-4.542924,4.2428613,2,60,40,3590,2.60,Mainly Beta
2xdwA02,-3.147303,5.245585,2,130,10,120,2.130,Mainly Beta
3mgjA00,-2.2258244,3.3014643,3,30,70,2690,3.30,Alpha Beta
2pffB06,-0.09682517,0.96516615,6,10,250,1850,6.10,Special
3kwlA04,1.138515,4.976666,3,40,50,11810,3.40,Alpha Beta
1d2mA03,4.099035,-4.4834065,6,10,140,240,6.10,Special
3ntkB01,-3.9562297,5.761985,2,40,50,790,2.40,Mainly Beta
2i46A00,-4.2597346,5.513514,2,40,50,960,2.40,Mainly Beta
4m0wA03,-4.703177,5.2112827,2,60,120,1680,2.60,Mainly Beta
2iqcA00,3.9745479,1.1831095,1,25,40,490,1.25,Mainly Alpha
3r1xB01,-0.6831223,4.2186174,3,30,420,300,3.30,Alpha Beta
2huhA01,-3.86276,4.4514422,2,60,40,1600,2.60,Mainly Beta
1y9lA00,-3.4906669,5.31292,2,40,128,230,2.40,Mainly Beta
3tj8A02,-0.5797978,4.6479836,3,30,70,790,3.30,Alpha Beta
3vg8C00,-3.2368019,4.906771,3,30,200,270,3.30,Alpha Beta
2ezvA01,1.7984151,1.2970506,3,40,600,40,3.40,Alpha Beta
3eeqA01,1.0934396,5.1385317,3,40,50,11220,3.40,Alpha Beta
2v26A04,3.9926183,-0.8902227,1,20,120,720,1.20,Mainly Alpha
2ve7A02,1.7136505,-7.965144,6,10,250,1950,6.10,Special
2j0aA00,0.93511283,4.2080355,3,90,550,50,3.90,Alpha Beta
1gs9A00,6.7215886,-4.3097887,1,20,120,20,1.20,Mainly Alpha
2py6A01,4.983339,1.448639,1,20,1270,160,1.20,Mainly Alpha
2lr4A00,-4.015859,5.466728,2,60,40,2870,2.60,Mainly Beta
1pp9E01,1.5775487,-9.490359,1,20,5,270,1.20,Mainly Alpha
3cx5C00,6.0962563,-0.9913575,1,20,810,10,1.20,Mainly Alpha
3a9lA00,1.7164088,3.6490378,3,40,630,100,3.40,Alpha Beta
1hx6A01,-4.7471323,4.016932,2,70,9,30,2.70,Mainly Beta
3k59A05,2.7539651,3.8391223,6,10,140,1130,6.10,Special
3st6C00,0.16839662,4.0654693,3,60,120,10,3.60,Alpha Beta
1w36C01,0.98821867,4.38247,3,40,50,10930,3.40,Alpha Beta
3i9v102,3.4020164,2.3009362,3,40,50,11540,3.40,Alpha Beta
2a2cA03,5.4932513,0.018010207,1,20,1440,340,1.20,Mainly Alpha
2qtsA04,4.514857,2.5768695,1,10,287,820,1.10,Mainly Alpha
1l3pA00,6.6303267,-0.9643692,1,20,120,320,1.20,Mainly Alpha
2kjxA01,-2.6216333,4.8416204,3,30,720,220,3.30,Alpha Beta
3errA01,4.7801857,-2.6521463,1,20,920,60,1.20,Mainly Alpha
3na2D00,-3.345811,5.2505865,3,40,1570,20,3.40,Alpha Beta
1vfiA00,5.668241,-0.8814043,1,10,246,100,1.10,Mainly Alpha
1vq8W02,3.2580192,4.0604224,1,10,15,30,1.10,Mainly Alpha
2xqyA01,6.9344316,-1.1737671,3,30,500,50,3.30,Alpha Beta
4tq1A02,1.1981245,3.2090394,3,10,20,620,3.10,Alpha Beta
4jdmA01,-2.244563,4.3912044,6,20,30,10,6.20,Special
2iutA01,-0.37824827,2.7864614,3,30,980,40,3.30,Alpha Beta
2e1mC02,2.7172358,2.7630033,1,10,10,1620,1.10,Mainly Alpha
1s9uA00,4.2310104,0.99316233,1,10,3480,10,1.10,Mainly Alpha
2r44A03,3.1961498,1.1876588,1,10,8,80,1.10,Mainly Alpha
4fzlA02,-1.0534337,3.4691124,3,30,450,400,3.30,Alpha Beta
1qsaA01,6.6729965,1.2011204,1,25,20,10,1.25,Mainly Alpha
6nppB00,0.29145622,3.349365,3,30,70,390,3.30,Alpha Beta
4jdnC00,-4.2728696,4.7662,2,60,120,1340,2.60,Mainly Beta
2fqmA01,0.40193254,-3.4792054,6,10,140,830,6.10,Special
2qvkA00,-5.135466,3.3014238,2,60,40,2030,2.60,Mainly Beta
3rznA01,6.208512,-0.6636755,1,10,3520,10,1.10,Mainly Alpha
1vt0M02,1.2410169,1.8732966,1,10,1740,160,1.10,Mainly Alpha
2qrvD02,1.6098201,4.439543,2,20,70,90,2.20,Mainly Beta
1f3mA00,1.3386973,0.5440965,3,90,810,10,3.90,Alpha Beta
2bw3A01,2.5447006,-1.9644994,1,10,10,1070,1.10,Mainly Alpha
5m04A01,-5.3729043,3.839536,2,70,210,12,2.70,Mainly Beta
2e1mA03,-3.5180447,4.6789985,3,30,1490,470,3.30,Alpha Beta
1tt8A00,-1.0646766,3.7965512,3,40,1410,10,3.40,Alpha Beta
5tkwA01,-0.17906511,3.6395006,3,30,420,380,3.30,Alpha Beta
4abxA02,3.5897791,-3.214461,6,10,140,1090,6.10,Special
1odhA02,0.7539342,2.1349435,3,30,70,3530,3.30,Alpha Beta
5xnsC00,5.0177317,-0.6878979,1,10,10,580,1.10,Mainly Alpha
3kwrB00,-2.2317977,2.5832791,3,30,160,250,3.30,Alpha Beta
4aq1A05,-3.5247507,5.1090064,2,60,40,3460,2.60,Mainly Beta
4m8aA00,-2.6600263,5.3940988,3,30,720,210,3.30,Alpha Beta
2pffB05,0.92087066,3.8259983,3,30,70,2430,3.30,Alpha Beta
3zciA00,5.97588,-4.586647,1,20,58,1660,1.20,Mainly Alpha
3ii6X02,1.0885147,2.5813084,6,10,250,520,6.10,Special
3n1eA01,1.535225,-8.059337,6,10,250,860,6.10,Special
4x9xA02,-0.7884171,4.161601,3,30,1180,10,3.30,Alpha Beta
4g6tB00,2.1109319,-4.7943435,6,10,20,120,6.10,Special
4u5hA00,4.9402494,1.7281235,1,20,120,1800,1.20,Mainly Alpha
2xmoA02,5.917451,-1.0694978,1,10,246,180,1.10,Mainly Alpha
3e4wA01,5.2720504,1.8120455,1,20,1280,120,1.20,Mainly Alpha
2vf1A04,4.480288,-0.1768032,1,20,140,120,1.20,Mainly Alpha
4it6B00,-4.7081056,5.8156295,2,40,30,320,2.40,Mainly Beta
3c9aA03,-3.4543922,4.403398,2,20,20,160,2.20,Mainly Beta
3d4rB01,-3.212268,4.88096,2,40,128,400,2.40,Mainly Beta
5an9F02,-0.6725696,4.911212,3,30,60,300,3.30,Alpha Beta
4c12A01,1.0394893,4.067875,3,40,1390,10,3.40,Alpha Beta
3e3xA03,-1.8512535,5.2619047,2,40,50,250,2.40,Mainly Beta
5xp6A00,0.3030348,4.5605664,3,60,15,10,3.60,Alpha Beta
5b1aM00,0.56176656,-3.941239,4,10,81,10,4.10,Few Sec. Str.
2om6A02,4.909106,-0.07342508,1,10,150,400,1.10,Mainly Alpha
3zgxC00,1.8784866,-9.231207,6,10,250,2410,6.10,Special
2zj8A03,6.077295,-0.19989924,1,10,3380,30,1.10,Mainly Alpha
4en6B02,-4.559312,4.8010187,2,60,120,1080,2.60,Mainly Beta
4g4sO01,1.778179,2.2996316,3,40,50,12120,3.40,Alpha Beta
2xc8A00,-4.1081314,3.9907756,2,60,40,2980,2.60,Mainly Beta
3eeqA02,-0.2090904,5.2133365,3,40,1390,40,3.40,Alpha Beta
4hn9A02,3.599911,-2.2879822,1,20,58,2180,1.20,Mainly Alpha
4ofzA03,0.89805174,3.1517003,3,30,70,3080,3.30,Alpha Beta
4jleA00,1.6624438,-10.3918295,6,10,280,180,6.10,Special
2x5cA01,2.9427633,-6.009049,3,30,70,3590,3.30,Alpha Beta
2bn8A00,-0.63419163,5.0915565,3,30,730,20,3.30,Alpha Beta
2endA00,4.306803,0.73782665,1,10,440,10,1.10,Mainly Alpha
4e2xA03,2.072971,-6.9709496,6,10,250,3100,6.10,Special
3bpqA00,1.309859,-6.835644,6,10,250,2100,6.10,Special
3w1eA02,-0.37914708,2.7978768,3,40,50,10610,3.40,Alpha Beta
3f2bA04,0.3709356,3.6873193,3,30,1900,20,3.30,Alpha Beta
2vveA01,-6.120207,5.6265974,2,60,120,770,2.60,Mainly Beta
2o3oB01,-3.9706666,3.2948437,2,40,128,690,2.40,Mainly Beta
5t6jA00,-0.5229596,4.3171616,3,30,160,430,3.30,Alpha Beta
3dtdD00,-3.3159475,4.409768,2,60,40,1880,2.60,Mainly Beta
3qyfA03,2.2060215,3.3314095,1,10,10,1690,1.10,Mainly Alpha
4indA02,-5.1538215,5.3352656,2,60,120,1310,2.60,Mainly Beta
3b0xA02,4.407661,2.5930948,1,10,150,20,1.10,Mainly Alpha
2jrmA00,5.9626,-0.10255124,1,10,10,620,1.10,Mainly Alpha
1kn7A00,-7.186334,-3.1816158,1,20,5,600,1.20,Mainly Alpha
1v74A00,2.4020636,3.43297,3,10,450,200,3.10,Alpha Beta
2ckzA01,5.386915,0.9888853,6,10,140,870,6.10,Special
1gkmA02,7.2057548,-2.2456672,1,20,200,10,1.20,Mainly Alpha
3c6aA00,1.0504448,3.519684,3,30,420,240,3.30,Alpha Beta
4lhxE00,1.8429229,-13.69552,1,20,5,4880,1.20,Mainly Alpha
4aw7A03,-4.5457015,4.235973,2,60,120,1200,2.60,Mainly Beta
3i08B01,0.73624116,3.4488525,6,10,250,470,6.10,Special
4od4A01,7.459498,-2.2193193,1,10,357,140,1.10,Mainly Alpha
3rrwA02,5.2900324,2.640149,1,20,58,1620,1.20,Mainly Alpha
4hfsA00,-3.9709055,4.7054687,2,60,120,1270,2.60,Mainly Beta
3tdnA00,0.6127296,5.2413163,3,40,50,12600,3.40,Alpha Beta
3vbcA00,1.1880057,3.9169621,3,40,50,11530,3.40,Alpha Beta
3kdqA00,4.3499646,-6.020116,6,10,320,10,6.10,Special
6f2mA02,-4.5992537,5.983485,2,40,30,290,2.40,Mainly Beta
4epsA02,-4.645479,3.960112,2,60,40,3570,2.60,Mainly Beta
3rrsA02,2.1419022,-2.4002397,1,20,890,20,1.20,Mainly Alpha
4d8mA03,-3.8092606,4.2904634,2,100,10,40,2.100,Mainly Beta
5reqB03,3.2149951,0.59326434,1,10,196,20,1.10,Mainly Alpha
4mewA02,3.8288097,2.487804,1,10,238,220,1.10,Mainly Alpha
3i9v103,-0.28806248,4.8987613,3,10,20,600,3.10,Alpha Beta
3k4tB00,1.7833756,-10.7825985,6,10,250,630,6.10,Special
3ltiA01,1.9017907,2.9752822,3,90,1110,10,3.90,Alpha Beta
2e9xA01,6.1336017,-4.664325,1,20,58,1030,1.20,Mainly Alpha
4wk0B02,-5.0080185,4.6553297,2,60,40,1510,2.60,Mainly Beta
1vr9A02,-0.7927925,4.7562966,3,10,20,750,3.10,Alpha Beta
3jtnB00,-0.26035574,4.758593,3,30,70,1950,3.30,Alpha Beta
3duzA03,2.0975559,-10.365556,6,10,250,3010,6.10,Special
3fhnA05,3.5656364,1.6914254,1,10,10,2270,1.10,Mainly Alpha
2ux9C00,-3.2258646,3.3156297,3,30,1660,10,3.30,Alpha Beta
3gs9A02,-0.54304737,4.323992,3,55,50,40,3.55,Alpha Beta
2kxeA00,3.6915967,2.9760356,1,10,8,800,1.10,Mainly Alpha
3c1qA00,5.9828134,0.9499035,1,20,81,30,1.20,Mainly Alpha
4xgiA01,2.738407,0.2106473,1,10,8,1210,1.10,Mainly Alpha
3tw5A02,4.6901383,2.6318135,3,30,40,240,3.30,Alpha Beta
1v7wA02,-4.151551,5.198025,2,60,420,10,2.60,Mainly Beta
1zq1C03,5.9879327,2.0376403,1,10,150,380,1.10,Mainly Alpha
2w2rA00,-3.7078214,4.4745474,3,10,460,10,3.10,Alpha Beta
2v3iA00,-0.943425,4.6590767,2,70,100,10,2.70,Mainly Beta
3gmfA02,4.834604,0.93339205,1,10,40,110,1.10,Mainly Alpha
1eiwA00,0.32082444,4.9680495,3,40,50,9200,3.40,Alpha Beta
3dkxA02,4.9522004,0.5486054,1,10,10,1480,1.10,Mainly Alpha
1oryB00,3.022664,0.009417216,6,10,10,10,6.10,Special
3n72A00,3.7693603,0.1417602,3,15,10,20,3.15,Alpha Beta
2psbA00,-3.5331538,4.836007,3,50,90,10,3.50,Alpha Beta
