,0,1,C,A,T,H,CA,C_map
2w83C00,-10.327298,-3.484519,1,20,5,1000,1.20,Mainly Alpha
4apmA03,6.884141,4.912784,2,60,40,4360,2.60,Mainly Beta
3al5A02,-0.73083955,6.164462,6,10,140,1470,6.10,Special
1sr8A03,3.1380854,5.1675377,3,40,50,10720,3.40,Alpha Beta
2gviA01,1.007846,6.7609997,1,10,3320,10,1.10,Mainly Alpha
3qrlA00,6.577331,1.2181051,2,60,40,1970,2.60,Mainly Beta
3vrdB03,3.9157748,3.634237,3,90,760,10,3.90,Alpha Beta
3fwbB00,-9.968215,-1.1026756,1,20,5,1760,1.20,Mainly Alpha
2m3xC02,7.5586343,3.86085,2,40,10,360,2.40,Mainly Beta
2a2fX02,-5.4568977,1.7035506,1,20,58,670,1.20,Mainly Alpha
5io9A00,4.9279594,5.0115714,3,10,20,230,3.10,Alpha Beta
4nkbA01,5.4551334,4.241382,3,30,1120,120,3.30,Alpha Beta
4zboC00,5.7765155,-2.2144225,2,40,400,10,2.40,Mainly Beta
2oblA02,1.0081685,5.031392,1,20,1270,330,1.20,Mainly Alpha
4ltyA02,3.979948,4.5091453,3,30,160,720,3.30,Alpha Beta
1dc1A02,-1.5013337,5.3474073,1,10,238,90,1.10,Mainly Alpha
1xaoA02,4.611884,6.510225,6,10,250,310,6.10,Special
2l48A00,5.178618,5.336738,3,30,70,2030,3.30,Alpha Beta
1lvkA03,2.089738,7.0457473,1,10,10,820,1.10,Mainly Alpha
3cf6E01,1.9104028,7.433317,1,10,8,1240,1.10,Mainly Alpha
5wvoC02,0.05910434,3.9512477,1,10,10,2230,1.10,Mainly Alpha
1cpyA02,-1.4844038,6.4698434,1,10,287,410,1.10,Mainly Alpha
1iqzA00,4.0124426,6.2647605,3,30,70,20,3.30,Alpha Beta
2m3kA00,0.11427525,4.9973955,3,30,700,50,3.30,Alpha Beta
5jviE01,0.65110034,4.6047707,3,10,170,10,3.10,Alpha Beta
1p1hB01,3.218187,0.8196008,3,30,2360,10,3.30,Alpha Beta
1sx3A01,-6.8413954,-2.0570824,1,10,560,10,1.10,Mainly Alpha
4h6cB00,6.0425982,-0.547875,2,40,480,10,2.40,Mainly Beta
3onqA03,-1.6780884,4.267247,1,10,10,2840,1.10,Mainly Alpha
2egtA01,7.1114054,5.171982,6,20,50,50,6.20,Special
5ok4A02,-3.000606,5.0591154,1,20,120,1300,1.20,Mainly Alpha
3me5A01,2.0901268,6.2056193,1,10,260,140,1.10,Mainly Alpha
3vywA01,1.3959532,6.917603,1,20,120,1180,1.20,Mainly Alpha
4mloA02,1.7108951,6.642636,1,10,10,1310,1.10,Mainly Alpha
3od8F00,4.7248325,6.4504595,3,30,1740,10,3.30,Alpha Beta
2gnoA02,0.4100496,6.8202972,1,10,8,250,1.10,Mainly Alpha
2dq5A01,5.183619,6.603435,4,10,240,20,4.10,Few Sec. Str.
1vw4L02,-0.15171072,5.387878,1,10,246,170,1.10,Mainly Alpha
2dm9A00,1.6611433,3.155316,3,30,2320,30,3.30,Alpha Beta
4zc3A00,0.13503559,7.605046,1,10,10,1400,1.10,Mainly Alpha
2l2tA01,-2.4449446,5.615697,6,10,250,880,6.10,Special
1ojhA00,-0.06599542,3.6939087,1,10,287,670,1.10,Mainly Alpha
3d8lA00,-0.8678547,5.3161345,1,10,8,940,1.10,Mainly Alpha
4nc6A02,-0.9357074,4.1848674,1,10,8,270,1.10,Mainly Alpha
2yt4A01,5.190952,6.5768733,3,30,160,590,3.30,Alpha Beta
2hzmG01,3.515955,4.7266746,3,30,310,180,3.30,Alpha Beta
4pkcC00,6.8868747,5.1059537,6,20,90,20,6.20,Special
3nuhB03,4.689969,4.18813,3,10,20,690,3.10,Alpha Beta
1x74A03,4.0730567,7.073671,6,10,250,260,6.10,Special
1ro7C00,0.33856952,0.22138698,3,90,1480,10,3.90,Alpha Beta
3uwpA01,-2.352039,5.03849,1,10,260,60,1.10,Mainly Alpha
1bm8A00,3.050689,6.2286444,3,10,260,10,3.10,Alpha Beta
3u1uA01,3.9963553,2.1923504,3,90,70,200,3.90,Alpha Beta
2jisA01,-1.7851744,0.21741138,3,90,1150,170,3.90,Alpha Beta
3sovA02,5.4018264,6.3609467,2,10,25,10,2.10,Mainly Beta
6f2mA01,5.7632556,5.090926,3,30,200,190,3.30,Alpha Beta
4xotA01,2.5283935,6.2394814,6,10,20,90,6.10,Special
1l5aA02,-0.24616037,6.1472883,6,10,250,80,6.10,Special
3g3tA00,0.5364909,0.8801216,3,20,100,30,3.20,Alpha Beta
1k3eA01,4.6948,6.6722584,1,10,287,390,1.10,Mainly Alpha
3kt7A02,-0.5629605,-0.5206838,3,60,130,20,3.60,Alpha Beta
4g08A02,3.2187464,6.1330876,3,30,1370,120,3.30,Alpha Beta
1nz0D00,1.8724122,4.7843037,3,30,230,10,3.30,Alpha Beta
3ksxA03,2.0382361,7.4078183,6,10,10,20,6.10,Special
1oqjA00,1.8112302,6.621763,3,10,390,10,3.10,Alpha Beta
2qtwB02,4.787038,-0.33546028,2,60,120,690,2.60,Mainly Beta
3ixlA00,-0.8594728,-0.71911407,3,40,50,12500,3.40,Alpha Beta
4omfB02,5.1277776,6.5781093,3,10,450,750,3.10,Alpha Beta
2uv8G01,-1.6151202,2.6929977,1,20,1050,120,1.20,Mainly Alpha
3v5uA02,-8.037942,-2.1538348,1,20,1420,30,1.20,Mainly Alpha
2qyaA01,5.5861597,4.6645975,3,30,1860,10,3.30,Alpha Beta
3cx5F00,-1.5982552,6.0435452,1,10,287,20,1.10,Mainly Alpha
4g38A01,2.96634,4.3884153,3,90,480,10,3.90,Alpha Beta
6bogA07,4.488594,6.5106993,3,30,360,80,3.30,Alpha Beta
1m6yA02,-0.9450578,4.001453,1,10,150,170,1.10,Mainly Alpha
2vb1A00,-0.5329327,4.501673,1,10,530,10,1.10,Mainly Alpha
4akgA14,-4.172286,3.5569475,1,20,1280,160,1.20,Mainly Alpha
1gqeA02,2.2998278,3.376556,3,30,70,1660,3.30,Alpha Beta
4x9xA01,1.6564139,2.839751,3,40,50,10170,3.40,Alpha Beta
3ot9A02,3.0681956,3.9644618,3,30,70,1250,3.30,Alpha Beta
3vcxA01,6.5937033,5.62326,3,30,720,120,3.30,Alpha Beta
4irvA00,-6.5290933,-1.6410891,1,10,357,130,1.10,Mainly Alpha
3x01B01,0.28310418,4.9690785,3,30,800,10,3.30,Alpha Beta
1q7zA01,-2.024869,-2.3871639,3,20,20,330,3.20,Alpha Beta
3a9sA02,-1.1572766,2.8986363,3,40,275,10,3.40,Alpha Beta
4n1iA00,1.9595059,-2.612507,2,115,10,20,2.115,Mainly Beta
4ob0B01,-0.15360886,4.999725,1,10,472,20,1.10,Mainly Alpha
1w36D01,-0.40998846,4.9401445,1,10,10,1020,1.10,Mainly Alpha
5y5s100,-2.409639,4.387145,4,10,220,20,4.10,Few Sec. Str.
1ud9A00,3.53994,-0.6265883,3,70,10,10,3.70,Alpha Beta
2v8iA03,2.5089304,5.313533,3,90,105,40,3.90,Alpha Beta
2e9xG00,-0.9046954,1.8218681,1,20,58,2050,1.20,Mainly Alpha
3i9v101,2.130704,6.325567,6,10,250,1450,6.10,Special
3cxbA01,1.8687477,5.7618055,3,30,2440,10,3.30,Alpha Beta
3mxnA02,0.29776415,7.1678014,6,10,140,770,6.10,Special
2gefA02,4.2000437,5.9439015,3,40,50,11300,3.40,Alpha Beta
2h4oA00,5.593449,1.0653213,6,20,120,10,6.20,Special
3hxlA02,7.068368,4.258469,2,60,40,4290,2.60,Mainly Beta
3no7A00,0.95462984,6.342918,6,10,180,30,6.10,Special
5azpA02,6.4650745,1.559363,2,20,200,10,2.20,Mainly Beta
2uxwA02,-1.6712102,3.7492008,1,10,540,10,1.10,Mainly Alpha
2i15A02,-0.27113047,5.9711576,1,20,120,510,1.20,Mainly Alpha
3oipA01,7.2172327,0.9367006,2,40,50,800,2.40,Mainly Beta
1xszA03,1.8438271,3.4501722,3,30,310,140,3.30,Alpha Beta
1muwA00,-3.970331,-3.016817,3,20,20,150,3.20,Alpha Beta
2q6kA02,6.37091,3.997072,2,40,30,90,2.40,Mainly Beta
5kh0A03,3.8995523,5.3222246,3,40,50,11410,3.40,Alpha Beta
2a3dA00,-1.5843703,3.1925287,1,20,58,130,1.20,Mainly Alpha
4yonA01,-6.96169,-2.774238,1,20,900,10,1.20,Mainly Alpha
1y60A00,-1.9641442,2.7331789,3,30,230,60,3.30,Alpha Beta
2kz9A00,-9.901024,-1.4579062,6,10,250,1620,6.10,Special
3kvwA01,5.492284,5.793872,3,30,10,30,3.30,Alpha Beta
1m1eB01,1.2936505,7.1107154,1,10,10,490,1.10,Mainly Alpha
4kddA01,-8.598087,0.23757264,1,10,132,20,1.10,Mainly Alpha
4xpmB00,6.5324745,4.7944827,3,40,1840,10,3.40,Alpha Beta
3facA00,6.848519,3.783502,2,170,150,70,2.170,Mainly Beta
3o2rA00,-4.239234,1.6193731,1,10,1520,10,1.10,Mainly Alpha
3a9zA02,-3.6117585,4.691867,1,10,260,50,1.10,Mainly Alpha
4h6qA00,-1.634509,-1.326427,3,20,20,220,3.20,Alpha Beta
2jekA00,-1.8653998,2.900541,1,25,40,380,1.25,Mainly Alpha
2xqhA03,-8.241346,1.2022297,6,10,250,1980,6.10,Special
4ayoA00,-5.274224,-5.364341,1,50,10,10,1.50,Mainly Alpha
3ungC02,-0.23735966,7.5329757,1,10,10,1720,1.10,Mainly Alpha
3zjaA01,7.5496845,3.0162127,2,60,40,1890,2.60,Mainly Beta
6qv7A00,-7.0867767,-5.1716976,1,40,20,10,1.40,Mainly Alpha
3p3eA02,1.9601924,3.1038172,3,30,1700,10,3.30,Alpha Beta
2fgyA01,-2.8005884,4.117445,1,20,120,1310,1.20,Mainly Alpha
3r84A00,-5.8713174,4.1403775,1,10,287,3490,1.10,Mainly Alpha
6jgjA00,5.7942348,-1.0387841,2,40,155,10,2.40,Mainly Beta
4mtmA01,7.6786985,2.0479338,2,60,40,3940,2.60,Mainly Beta
1t6aA02,5.7900834,5.8041215,3,30,310,120,3.30,Alpha Beta
3fo8D03,5.0127354,6.4634924,6,10,250,2160,6.10,Special
4m0mA04,-2.0358503,2.8796813,1,20,1270,440,1.20,Mainly Alpha
2wbtA01,0.48105067,5.9011593,6,20,390,10,6.20,Special
4onrA00,-7.834521,0.17089485,1,20,1420,40,1.20,Mainly Alpha
2f9hA00,6.0257735,2.719883,2,40,33,40,2.40,Mainly Beta
2qkhA00,3.3994224,6.190633,4,10,1240,10,4.10,Few Sec. Str.
3rjvA02,0.68987143,7.513193,1,25,40,740,1.25,Mainly Alpha
1wcwA01,1.9945204,3.7568471,3,40,50,10090,3.40,Alpha Beta
3eslA02,-2.8589373,3.3590171,1,25,40,930,1.25,Mainly Alpha
3ptyA02,4.761864,0.97777295,2,60,120,940,2.60,Mainly Beta
1pqhB00,7.43201,2.8985918,2,40,40,20,2.40,Mainly Beta
3b21A00,0.6110713,1.6929629,3,90,70,140,3.90,Alpha Beta
3holA03,7.0965443,4.180144,2,40,128,240,2.40,Mainly Beta
2re2A00,3.3860283,3.9217267,3,30,420,130,3.30,Alpha Beta
2ih2A02,1.8892416,2.8713946,3,90,220,10,3.90,Alpha Beta
5hsqA03,-1.5878544,5.04656,3,30,450,270,3.30,Alpha Beta
2r01A02,5.9927573,5.9281,2,20,180,10,2.20,Mainly Beta
3b4sB01,1.307817,7.3014517,1,10,287,790,1.10,Mainly Alpha
5xzgA01,-3.2514865,0.7953494,1,10,1410,40,1.10,Mainly Alpha
3madA01,3.6666687,6.2564554,6,10,140,2150,6.10,Special
2ph7A01,-0.52767396,3.7288346,1,10,3400,10,1.10,Mainly Alpha
3p24A01,5.9377384,2.0556207,2,40,128,470,2.40,Mainly Beta
2fkcA01,3.6943793,5.1225824,3,40,1350,40,3.40,Alpha Beta
2g0qA02,2.6418602,5.967518,6,10,250,210,6.10,Special
2zxrA04,0.15200114,6.000293,3,40,50,12810,3.40,Alpha Beta
2p8iC00,4.34947,5.3673377,3,30,70,1240,3.30,Alpha Beta
3c8iA00,1.492202,2.434513,2,40,410,10,2.40,Mainly Beta
1rh7B01,4.314044,6.1883054,6,10,250,3290,6.10,Special
4qjvA03,5.3349676,6.08469,3,30,70,3110,3.30,Alpha Beta
3bc1B00,-5.0355787,4.9206023,6,10,250,3000,6.10,Special
2e0zA01,-0.64060354,4.6070576,3,30,2400,20,3.30,Alpha Beta
2bh7A01,6.6487694,5.364793,6,20,370,150,6.20,Special
1a87A01,5.5639324,5.201166,3,30,1120,60,3.30,Alpha Beta
4ohfA03,-6.6485863,5.2169433,1,20,58,1160,1.20,Mainly Alpha
3u6xS00,7.2332563,2.908554,2,60,40,3320,2.60,Mainly Beta
4u12A00,-4.073255,4.6346993,1,10,3350,10,1.10,Mainly Alpha
2vszA01,-0.17130424,5.549724,6,10,250,810,6.10,Special
3e2dA04,4.7538066,6.6407223,4,10,80,410,4.10,Few Sec. Str.
4gipD02,6.91346,3.5428421,2,40,490,10,2.40,Mainly Beta
4yecA01,4.717388,4.6762934,3,40,50,11970,3.40,Alpha Beta
1pzqA01,-1.2075571,6.2288365,1,20,5,1140,1.20,Mainly Alpha
1rk6A03,3.9671354,6.7022834,3,30,1490,130,3.30,Alpha Beta
1n93X01,-2.6026206,0.16098867,1,10,3040,10,1.10,Mainly Alpha
2kz6A01,-2.1519923,5.70302,6,10,140,1310,6.10,Special
4c08A02,5.702994,0.80732495,2,70,160,11,2.70,Mainly Beta
2rrnA01,4.8820696,6.188322,3,30,70,2040,3.30,Alpha Beta
3ztaA00,-6.545922,0.8712874,1,10,490,130,1.10,Mainly Alpha
2j7uA04,-0.22870958,5.928922,1,10,260,90,1.10,Mainly Alpha
3hl8A02,1.8071665,2.7905116,3,30,1520,20,3.30,Alpha Beta
3df7A04,5.9256406,5.600872,4,10,80,280,4.10,Few Sec. Str.
4esjA01,3.3762388,3.2456424,3,40,210,30,3.40,Alpha Beta
3pl2A02,7.0705967,4.8048353,2,20,150,10,2.20,Mainly Beta
2gumB01,7.695499,3.57455,2,30,30,1230,2.30,Mainly Beta
2czrA02,2.9085855,6.470066,3,90,79,30,3.90,Alpha Beta
2rbgA00,2.181171,2.7173393,3,40,50,11100,3.40,Alpha Beta
1devB00,5.8001084,3.7403476,4,10,720,10,4.10,Few Sec. Str.
3ar4A01,5.708131,2.153307,2,70,150,10,2.70,Mainly Beta
3ihvA01,-5.89204,1.5868833,1,25,40,890,1.25,Mainly Alpha
2kuyA00,4.476408,6.351475,6,10,140,1280,6.10,Special
2p0tA01,-0.8872215,5.1960597,1,10,60,30,1.10,Mainly Alpha
4ii2A05,-4.073453,0.91819227,1,10,10,2660,1.10,Mainly Alpha
3hagA02,6.935817,1.5399668,2,40,30,190,2.40,Mainly Beta
3ot2A00,3.76877,2.7008045,3,90,1570,10,3.90,Alpha Beta
4mdwA00,6.6600237,1.6691282,2,30,30,1210,2.30,Mainly Beta
4gczA02,-0.3738651,5.392065,6,10,250,2580,6.10,Special
2gwcB00,-4.0024037,-3.7526727,3,30,590,20,3.30,Alpha Beta
3f4mA00,-6.9284387,0.2824325,1,20,1440,160,1.20,Mainly Alpha
1wd5A02,2.8753633,6.202769,3,30,1310,20,3.30,Alpha Beta
3akjA02,-2.76349,0.11341544,1,10,1070,20,1.10,Mainly Alpha
3u7qB03,-3.0436296,5.4387774,1,20,89,10,1.20,Mainly Alpha
1vpqA00,0.08618989,0.21173173,3,20,20,410,3.20,Alpha Beta
4wk0B01,2.8286717,7.2337627,3,30,1680,10,3.30,Alpha Beta
5l44A01,-4.551397,-3.6174228,1,10,1370,40,1.10,Mainly Alpha
2czsA01,2.8270288,5.946095,1,10,1130,20,1.10,Mainly Alpha
5lw5A00,1.3667355,2.5546873,3,90,70,100,3.90,Alpha Beta
3egrA00,6.748894,4.455054,3,10,20,520,3.10,Alpha Beta
5ycqA00,7.831384,3.1441314,2,30,30,390,2.30,Mainly Beta
6bogA08,-2.8168418,2.0624676,6,10,140,1500,6.10,Special
3r45C00,-2.9655194,4.7138586,6,10,250,2320,6.10,Special
1xezA02,2.9065368,-2.898973,2,70,240,20,2.70,Mainly Beta
3rnvA00,1.0590078,4.2550187,3,90,70,150,3.90,Alpha Beta
2wzpR03,5.580174,5.349568,3,30,1920,20,3.30,Alpha Beta
6ea2A04,6.5151863,2.0426126,2,60,40,1840,2.60,Mainly Beta
3tqnB02,0.104800746,6.5386243,6,10,250,1220,6.10,Special
2h1rA02,-0.963708,5.357419,1,10,8,480,1.10,Mainly Alpha
1gnlA01,-4.6203237,1.9602787,1,20,1270,20,1.20,Mainly Alpha
4wfoA02,5.5805607,4.661915,4,10,375,10,4.10,Few Sec. Str.
1twfB08,3.5223935,6.3540635,3,90,1800,10,3.90,Alpha Beta
1wddA02,-2.356739,-2.3574502,3,20,20,110,3.20,Alpha Beta
1zlhB01,5.2108755,6.322965,3,30,1680,50,3.30,Alpha Beta
2knjA00,-0.19253367,6.6189666,1,10,150,440,1.10,Mainly Alpha
6d9nA02,0.98338556,5.0151496,3,30,300,20,3.30,Alpha Beta
2apoA03,7.1885233,2.4141567,3,30,70,3190,3.30,Alpha Beta
4i8oA03,0.91355014,4.955983,1,10,8,1130,1.10,Mainly Alpha
2dkjA02,-0.97118634,-0.79537374,3,40,640,10,3.40,Alpha Beta
3vm9A01,-3.3787982,4.595899,6,10,140,2100,6.10,Special
3nymA00,-2.2527983,3.2145262,6,10,290,10,6.10,Special
1k32A01,2.1968987,-3.0914624,2,120,10,60,2.120,Mainly Beta
2pt7G02,3.8075554,6.582174,3,30,1370,180,3.30,Alpha Beta
6bwlA02,2.5842168,5.8019514,3,90,25,10,3.90,Alpha Beta
3ziwA02,7.5368667,0.60218614,2,60,120,1050,2.60,Mainly Beta
5yj6A02,4.4671817,4.6139936,2,170,160,10,2.170,Mainly Beta
1u7lA01,3.0184114,6.1643367,3,30,70,1180,3.30,Alpha Beta
1svmA01,-1.1981066,4.2420716,1,10,10,510,1.10,Mainly Alpha
3mggA02,0.076057546,4.969787,6,10,140,1580,6.10,Special
3lhnB00,7.075775,2.6114864,2,40,128,640,2.40,Mainly Beta
4dgwC00,6.7138705,2.1346996,2,60,40,2690,2.60,Mainly Beta
2xciC01,1.3602393,1.4291137,3,40,50,11720,3.40,Alpha Beta
4gsxA03,6.712378,4.4271774,3,30,387,10,3.30,Alpha Beta
1gpjA03,-5.538646,4.156725,1,10,1200,70,1.10,Mainly Alpha
3nr5A00,1.7022285,3.5434597,3,40,1000,50,3.40,Alpha Beta
2lj2A00,-0.61192507,3.1349273,1,10,287,910,1.10,Mainly Alpha
3ipfA01,7.7843075,3.237316,2,60,40,2000,2.60,Mainly Beta
2gagD00,7.009657,3.4867394,3,30,2270,10,3.30,Alpha Beta
3wdhA01,7.3204255,3.0921311,2,60,40,2320,2.60,Mainly Beta
1htrP00,4.5654426,3.8929555,6,10,140,60,6.10,Special
1xtaA02,3.4954226,7.318153,1,10,10,740,1.10,Mainly Alpha
2hc5A01,1.6023529,6.1411185,3,30,160,170,3.30,Alpha Beta
2pwwA00,4.6053576,5.2047606,3,30,310,100,3.30,Alpha Beta
3ez2A01,3.9750218,6.446884,1,10,1660,30,1.10,Mainly Alpha
1m1cA00,-3.345572,-5.518221,3,90,1840,10,3.90,Alpha Beta
1s9rA02,0.034411464,5.770271,1,10,3930,10,1.10,Mainly Alpha
2mjfB00,-1.1480739,3.8057842,1,20,1440,260,1.20,Mainly Alpha
3evyA00,-2.728439,5.4366865,1,20,58,910,1.20,Mainly Alpha
4co6D00,-1.1919342,5.4953685,6,10,250,2490,6.10,Special
1pg6A00,7.056139,-0.3952966,3,60,160,10,3.60,Alpha Beta
3o4zA02,-4.909826,-1.4036477,1,25,40,720,1.25,Mainly Alpha
1f32A01,3.1369061,6.6897135,3,30,1120,50,3.30,Alpha Beta
4yaaA00,-1.5297023,-0.18079266,3,90,190,10,3.90,Alpha Beta
1xmxA03,-0.023009496,6.564561,1,10,10,680,1.10,Mainly Alpha
2fm9A00,-7.2123394,-1.2278297,1,10,4150,10,1.10,Mainly Alpha
3u7qA02,1.3248627,2.1004043,3,40,50,1980,3.40,Alpha Beta
5mu3B00,-2.1998632,5.2950854,3,40,50,12050,3.40,Alpha Beta
3m4yA01,5.516566,5.9637575,2,30,30,650,2.30,Mainly Beta
1vs6X01,1.6661443,6.0087943,6,10,140,1970,6.10,Special
2f0cA02,7.2747583,2.0947275,2,60,40,1830,2.60,Mainly Beta
4lg3A01,4.625919,3.067302,3,10,310,90,3.10,Alpha Beta
4z9hB00,-8.511146,-0.7626965,1,20,120,30,1.20,Mainly Alpha
2j8gA03,7.312665,4.261082,2,20,120,10,2.20,Mainly Beta
4f0aB02,5.896433,3.382264,3,30,2460,20,3.30,Alpha Beta
2l2lA00,-5.405418,4.123408,6,10,250,1650,6.10,Special
4lupA00,-2.142494,4.6759105,1,10,1740,10,1.10,Mainly Alpha
3kxtA00,7.4694543,4.1611104,2,30,30,610,2.30,Mainly Beta
2frxA02,5.2492213,2.794662,3,10,450,720,3.10,Alpha Beta
3njaA02,6.575711,3.426528,2,10,70,100,2.10,Mainly Beta
1lmiA00,6.777742,2.7991624,2,60,40,1240,2.60,Mainly Beta
3aehA00,5.6659145,-2.1972332,2,40,128,130,2.40,Mainly Beta
3b0pA02,-1.3178557,5.1123633,1,20,120,1460,1.20,Mainly Alpha
1ywmA01,5.896695,5.2319765,2,60,500,10,2.60,Mainly Beta
2p3yA02,-1.0451751,4.598405,1,10,3360,10,1.10,Mainly Alpha
2mcaA00,7.5702357,1.5061121,2,60,40,2890,2.60,Mainly Beta
2lvlA01,6.959138,3.6081932,2,170,150,60,2.170,Mainly Beta
5gv0A00,6.1209292,0.33306912,2,40,160,110,2.40,Mainly Beta
3sbtB02,-2.9897888,1.6666256,1,25,40,550,1.25,Mainly Alpha
3h1dA01,-1.6267415,1.7338024,3,90,1750,10,3.90,Alpha Beta
3ecqA07,4.0667815,6.0866566,6,10,140,660,6.10,Special
1ib8A02,7.922108,2.8373818,2,30,30,180,2.30,Mainly Beta
4nbpA00,2.5201426,2.8983502,3,40,1310,20,3.40,Alpha Beta
1gd8A00,-1.8466319,5.9211426,3,90,1030,10,3.90,Alpha Beta
3or1A01,1.2560874,5.0401254,6,10,140,1420,6.10,Special
3pjvD02,5.435747,2.6730046,6,20,270,20,6.20,Special
2kw6A00,-1.721986,6.1789513,6,10,140,1300,6.10,Special
3gf3A01,-0.2543756,3.2621796,1,20,5,680,1.20,Mainly Alpha
4id2A00,5.8408303,0.2599342,2,40,128,510,2.40,Mainly Beta
5tj3A02,1.2537115,5.1516147,3,30,1360,150,3.30,Alpha Beta
3mc6A01,5.795853,6.0188427,6,10,250,3090,6.10,Special
2q5cA02,3.1525614,4.4003487,3,40,50,10660,3.40,Alpha Beta
4h14A00,3.8613377,-1.9694325,2,60,120,960,2.60,Mainly Beta
3wdcA00,-1.7820784,1.9933515,1,10,1780,10,1.10,Mainly Alpha
4mh8A04,5.420499,5.095691,3,10,20,370,3.10,Alpha Beta
3f6gA02,4.443937,6.118694,3,30,160,340,3.30,Alpha Beta
2lyxA00,6.240069,4.715997,3,10,450,390,3.10,Alpha Beta
2r7rA03,-0.79950875,4.784295,1,10,10,1990,1.10,Mainly Alpha
3p0yA00,2.2366812,0.7081999,3,80,20,20,3.80,Alpha Beta
3u52E01,3.1044881,6.9289904,3,10,20,560,3.10,Alpha Beta
5ae0A00,0.24413782,0.2900439,3,90,1740,10,3.90,Alpha Beta
2bh8A02,7.0232415,4.3114877,6,20,370,20,6.20,Special
4e1sA00,5.8804917,-1.3137314,2,40,160,160,2.40,Mainly Beta
1u5tA01,-1.1793288,5.7885947,6,10,140,180,6.10,Special
4az6A02,-0.09166353,4.3056064,1,20,1270,90,1.20,Mainly Alpha
2vqeN00,2.734163,7.025376,4,10,830,10,4.10,Few Sec. Str.
2bmoA02,6.270425,2.476762,2,102,10,10,2.102,Mainly Beta
2wcrB00,-4.173429,3.6262202,3,10,129,140,3.10,Alpha Beta
3nynA05,5.4639807,6.3627257,6,10,250,2260,6.10,Special
1r5lA02,2.9172962,6.98668,1,20,5,1200,1.20,Mainly Alpha
4adnA01,-1.5356107,4.6195955,1,20,1280,250,1.20,Mainly Alpha
1zcdA00,-6.9809136,-6.227823,1,20,1530,10,1.20,Mainly Alpha
4c91A03,-7.7183056,-0.22691093,1,20,58,2150,1.20,Mainly Alpha
1n7dA02,5.4967613,5.121022,4,10,1220,10,4.10,Few Sec. Str.
3n54B01,6.2838902,3.4386818,6,20,190,10,6.20,Special
3ub1D02,6.084148,3.9140859,3,10,450,540,3.10,Alpha Beta
3hn5A02,6.53062,2.8850064,2,60,40,2060,2.60,Mainly Beta
2lrdA00,0.5178039,8.093691,1,10,10,1840,1.10,Mainly Alpha
2a6aA02,5.6135087,5.5891347,3,30,420,200,3.30,Alpha Beta
2hh8A00,2.6684196,3.8639977,3,30,1810,10,3.30,Alpha Beta
4phzA03,6.1434197,0.73582506,2,60,40,1580,2.60,Mainly Beta
4ncbA02,5.7511916,5.4741797,3,30,70,2620,3.30,Alpha Beta
1m1fB00,6.975613,3.4757752,2,30,30,110,2.30,Mainly Beta
3t92A00,-2.7878394,3.536657,1,20,1020,10,1.20,Mainly Alpha
3fbxA00,-3.4207313,-4.2856336,3,60,60,30,3.60,Alpha Beta
3bl9A01,7.187558,3.9151032,3,30,200,40,3.30,Alpha Beta
3tdgA01,6.675244,4.259958,3,10,450,520,3.10,Alpha Beta
3ho1A03,6.05661,4.635681,2,170,260,50,2.170,Mainly Beta
1colA00,-6.7302423,-1.8083688,1,10,490,30,1.10,Mainly Alpha
2j5yA00,-0.9398134,6.0662537,1,10,8,40,1.10,Mainly Alpha
3jyoA01,2.2661273,3.2478037,3,40,50,10860,3.40,Alpha Beta
4e29B00,-8.361783,0.29681373,3,30,1890,10,3.30,Alpha Beta
4alzA03,4.0021234,6.358777,3,30,70,1770,3.30,Alpha Beta
2ehwA00,-4.457281,2.4599793,6,10,140,1220,6.10,Special
1h6uA01,2.4746149,7.6850863,1,10,8,390,1.10,Mainly Alpha
1i7wD00,5.5485625,0.5586793,4,10,900,10,4.10,Few Sec. Str.
3gd0A02,2.1178832,6.3516774,3,30,920,50,3.30,Alpha Beta
4lgdB02,-5.940605,1.4930109,1,10,287,4270,1.10,Mainly Alpha
3ehhA01,-2.763885,1.5064144,1,20,5,1930,1.20,Mainly Alpha
3mxnA01,7.4134073,3.4045885,2,40,50,510,2.40,Mainly Beta
4heiB00,5.2336035,3.7717135,3,30,160,100,3.30,Alpha Beta
1lmmA01,6.1479964,5.9081283,6,20,10,10,6.20,Special
1dj0A02,4.2662334,4.009416,3,30,70,580,3.30,Alpha Beta
1v65A00,4.914072,0.80459416,6,10,140,140,6.10,Special
1y56A01,5.540259,5.7042675,3,10,20,440,3.10,Alpha Beta
3sdbA03,-0.33104175,4.176821,1,10,10,1140,1.10,Mainly Alpha
2l6oA02,3.460734,7.006912,1,10,8,650,1.10,Mainly Alpha
2xglA00,3.5579586,5.319431,3,10,450,300,3.10,Alpha Beta
2bonA02,7.38599,0.88095677,2,60,200,40,2.60,Mainly Beta
2p11A02,0.72225267,5.133762,1,10,286,50,1.10,Mainly Alpha
1t6uD00,-6.7772226,1.4738334,1,20,120,400,1.20,Mainly Alpha
1hgvA00,-1.8479538,2.7148194,1,20,5,80,1.20,Mainly Alpha
3s44A02,0.565783,2.30776,3,40,50,11110,3.40,Alpha Beta
4cckA03,2.314307,4.250852,3,90,930,40,3.90,Alpha Beta
4fz4A00,-7.9335985,0.4075631,1,20,140,130,1.20,Mainly Alpha
1vt0M05,1.1808604,6.1481557,6,10,280,90,6.10,Special
