header,Size
MIP_00098404,129
MIP_00144528,75
MIP_00144529,60
MIP_00144531,49
MIP_00144533,141
MIP_00089372,133
MIP_00203281,117
MIP_00220897,168
MIP_00144475,141
MIP_00195503,159
MIP_00144534,134
MIP_00151130,144
MIP_00234661,155
MIP_00144536,140
MIP_00086294,138
MIP_00098465,126
MIP_00144537,142
MIP_00144538,141
MIP_00144542,53
MIP_00144549,96
MIP_00144551,53
MIP_00144552,78
MIP_00144553,64
MIP_00144554,51
MIP_00144559,101
MIP_00144565,141
MIP_00095450,134
MIP_00092506,130
MIP_00164205,145
MIP_00082246,139
MIP_00144541,140
MIP_00179009,150
MIP_00157297,147
MIP_00181153,154
MIP_00196321,158
MIP_00195021,159
MIP_00072865,137
MIP_00191883,159
MIP_00194893,156
MIP_00144568,54
MIP_00144569,55
MIP_00161070,91
MIP_00106890,98
MIP_00161087,92
MIP_00162795,92
MIP_00161073,44
MIP_00161074,147
MIP_00161076,66
MIP_00161081,147
MIP_00161082,95
MIP_00161083,149
MIP_00161901,149
MIP_00161089,43
MIP_00161090,44
MIP_00161091,74
MIP_00062755,65
MIP_00162982,66
MIP_00202552,68
MIP_00212616,69
MIP_00206369,69
MIP_00300959,69
MIP_00221356,66
MIP_00100156,70
MIP_00246839,71
MIP_00292916,68
MIP_00141573,69
MIP_00143510,65
MIP_00153432,67
MIP_00054826,69
MIP_00201701,72
MIP_00313310,69
MIP_00216762,69
MIP_00161095,46
MIP_00161102,51
MIP_00161105,68
MIP_00155279,68
MIP_00161112,46
MIP_00161119,40
MIP_00161121,68
MIP_00161125,59
MIP_00161129,116
MIP_00161131,50
MIP_00161132,49
MIP_00161137,60
MIP_00161138,75
MIP_00167245,81
MIP_00161633,94
MIP_00161139,41
MIP_00161141,121
MIP_00161144,144
MIP_00179212,150
MIP_00190106,154
MIP_00207164,162
MIP_00263472,184
MIP_00309391,187
MIP_00161148,44
MIP_00161149,41
MIP_00161152,62
MIP_00159234,64
MIP_00149610,62
MIP_00163402,62
MIP_00179434,72
MIP_00165245,76
MIP_00087327,64
MIP_00159002,62
MIP_00069443,62
MIP_00160898,62
MIP_00178877,61
MIP_00161153,68
MIP_00161154,80
MIP_00161158,93
MIP_00210435,110
MIP_00280365,97
MIP_00161162,147
MIP_00162075,54
MIP_00162077,149
MIP_00145079,140
MIP_00152191,145
MIP_00162080,142
MIP_00162081,96
MIP_00094060,95
MIP_00157278,81
MIP_00183845,85
MIP_00160634,94
MIP_00163122,102
MIP_00185071,81
MIP_00186049,85
MIP_00201845,81
MIP_00162082,56
MIP_00162083,80
MIP_00162084,76
MIP_00162085,56
MIP_00162086,67
MIP_00151324,67
MIP_00162088,144
MIP_00162090,50
MIP_00162096,127
MIP_00162099,47
MIP_00162100,45
MIP_00162101,148
MIP_00162109,55
MIP_00162111,51
MIP_00162114,53
MIP_00162121,93
MIP_00162125,68
MIP_00162126,59
MIP_00162134,148
MIP_00162137,103
MIP_00159195,104
MIP_00153321,104
MIP_00206505,104
MIP_00162138,96
MIP_00210943,100
MIP_00162140,45
MIP_00162141,45
MIP_00162144,60
MIP_00162147,147
MIP_00162148,144
MIP_00162149,149
MIP_00162156,114
MIP_00162161,109
MIP_00069018,114
MIP_00081780,94
MIP_00148890,99
MIP_00178155,101
MIP_00203269,92
MIP_00092046,109
MIP_00068903,118
MIP_00144255,117
MIP_00077479,97
MIP_00178256,115
MIP_00201544,113
MIP_00256766,115
MIP_00183581,118
MIP_00184838,120
MIP_00157010,114
MIP_00151090,115
MIP_00150838,116
MIP_00178479,116
MIP_00160181,118
MIP_00176949,114
MIP_00186465,118
MIP_00181273,118
MIP_00183029,123
MIP_00201286,108
MIP_00086152,92
MIP_00155719,97
MIP_00198894,95
MIP_00232003,109
MIP_00054554,91
MIP_00096011,96
MIP_00062372,93
MIP_00231053,96
MIP_00076461,111
MIP_00097769,92
MIP_00081537,112
MIP_00157928,116
MIP_00187990,118
MIP_00089943,108
MIP_00071864,100
MIP_00081223,116
MIP_00090477,89
MIP_00090478,97
MIP_00091961,97
MIP_00083120,89
MIP_00093999,114
MIP_00148964,115
MIP_00159211,101
MIP_00152904,119
MIP_00177097,119
MIP_00075161,95
MIP_00078418,95
MIP_00089645,95
MIP_00094048,117
MIP_00145387,114
MIP_00086159,114
MIP_00096017,93
MIP_00163125,99
MIP_00086932,95
MIP_00162729,110
MIP_00059730,87
MIP_00074357,90
MIP_00090611,97
MIP_00159836,96
MIP_00078585,102
MIP_00098289,107
MIP_00159503,114
MIP_00145396,117
MIP_00075652,106
MIP_00116749,97
MIP_00153407,114
MIP_00148586,91
MIP_00144753,98
MIP_00149332,94
MIP_00181705,97
MIP_00087926,95
MIP_00090274,101
MIP_00145099,115
MIP_00075855,95
MIP_00086163,102
MIP_00147190,97
MIP_00149841,114
MIP_00157273,113
MIP_00093510,96
MIP_00154968,98
MIP_00088343,109
MIP_00149827,114
MIP_00162142,93
MIP_00258692,118
MIP_00162325,98
MIP_00166093,105
MIP_00192256,116
MIP_00147281,116
MIP_00194769,109
MIP_00086071,115
MIP_00072364,116
MIP_00073389,116
MIP_00089319,116
MIP_00147603,117
MIP_00186694,118
MIP_00163263,113
MIP_00177150,120
MIP_00204797,112
MIP_00197515,93
MIP_00150777,116
MIP_00094411,108
MIP_00148611,114
MIP_00150859,94
MIP_00068816,94
MIP_00080147,110
MIP_00176068,96
MIP_00177335,92
MIP_00225186,101
MIP_00223564,93
MIP_00269739,112
MIP_00258793,92
MIP_00178507,113
MIP_00162163,83
MIP_00162166,40
MIP_00162169,91
MIP_00162170,53
MIP_00162171,120
MIP_00162172,55
MIP_00162178,146
MIP_00163119,147
MIP_00163266,149
MIP_00164996,147
MIP_00163111,146
MIP_00163120,147
MIP_00162073,148
MIP_00177491,150
MIP_00186043,153
MIP_00163126,47
MIP_00163127,89
MIP_00163130,146
MIP_00156463,147
MIP_00167312,149
MIP_00155414,146
MIP_00067632,125
MIP_00154802,145
MIP_00163131,43
MIP_00163132,96
MIP_00163137,78
MIP_00163138,146
MIP_00163139,53
MIP_00163142,46
MIP_00163146,147
MIP_00163154,126
MIP_00163156,55
MIP_00163158,62
MIP_00163159,136
MIP_00156123,137
MIP_00180118,137
MIP_00188001,140
MIP_00198579,143
MIP_00187096,141
MIP_00200689,143
MIP_00194522,144
MIP_00228442,140
MIP_00203397,144
MIP_00163164,96
MIP_00163165,47
MIP_00163167,71
MIP_00200520,79
MIP_00262743,78
MIP_00163168,74
MIP_00184893,77
MIP_00163172,57
MIP_00163176,76
MIP_00163177,49
MIP_00163178,91
MIP_00163181,134
MIP_00094501,120
MIP_00163152,136
MIP_00159258,137
MIP_00163184,45
MIP_00163185,79
MIP_00163189,147
MIP_00163196,70
MIP_00199317,49
MIP_00199320,46
MIP_00199322,40
MIP_00199325,46
MIP_00199326,40
MIP_00199329,42
MIP_00199333,84
MIP_00199334,91
MIP_00106500,99
MIP_00072976,121
MIP_00198600,97
MIP_00085594,114
MIP_00210702,98
MIP_00199336,156
MIP_00199338,65
MIP_00039240,64
MIP_00199344,132
MIP_00233456,137
MIP_00205288,133
MIP_00218180,135
MIP_00209480,136
MIP_00197498,127
MIP_00255857,136
MIP_00231059,134
MIP_00153237,127
MIP_00182316,149
MIP_00214340,132
MIP_00199346,77
MIP_00199349,46
MIP_00199351,74
MIP_00199352,71
MIP_00199354,60
MIP_00199356,125
MIP_00262197,143
MIP_00199357,88
MIP_00199359,46
MIP_00199360,63
MIP_00199363,134
MIP_00199364,156
MIP_00199368,42
MIP_00199369,54
MIP_00199376,63
MIP_00199378,51
MIP_00199379,45
MIP_00199386,111
MIP_00132274,109
MIP_00215623,128
MIP_00199392,108
MIP_00199395,66
MIP_00199396,50
MIP_00200002,83
MIP_00200003,114
MIP_00200005,65
MIP_00200013,105
MIP_00054903,102
MIP_00195591,106
MIP_00200623,126
MIP_00230781,126
MIP_00096218,90
MIP_00106854,114
MIP_00146805,108
MIP_00200014,53
MIP_00191456,52
MIP_00200015,61
MIP_00200016,42
MIP_00200017,49
MIP_00200019,65
MIP_00200020,40
MIP_00200031,52
MIP_00200032,77
MIP_00184632,78
MIP_00193005,81
MIP_00200033,67
MIP_00200036,57
MIP_00200037,41
MIP_00200038,58
MIP_00200039,71
MIP_00200042,137
MIP_00212222,136
MIP_00224988,134
MIP_00223235,135
MIP_00224700,138
MIP_00231736,132
MIP_00257294,141
MIP_00297128,158
MIP_00200043,60
MIP_00200045,49
MIP_00200046,51
MIP_00200047,72
MIP_00200049,50
MIP_00184335,50
MIP_00191823,50
MIP_00196106,49
MIP_00185236,49
MIP_00209281,54
MIP_00210555,50
MIP_00200054,79
MIP_00200060,55
MIP_00200061,84
MIP_00200068,158
MIP_00196927,157
MIP_00197740,159
MIP_00200070,46
MIP_00200071,94
MIP_00200076,61
MIP_00200081,64
MIP_00200082,71
MIP_00159959,78
MIP_00178052,72
MIP_00058307,73
MIP_00184807,72
MIP_00210501,72
MIP_00216672,70
MIP_00221278,71
MIP_00257394,71
MIP_00052196,75
MIP_00074574,72
MIP_00188540,72
MIP_00189752,76
MIP_00179647,78
MIP_00230324,77
MIP_00267158,76
MIP_00100467,74
MIP_00102753,78
MIP_00178662,72
MIP_00090066,74
MIP_00178672,74
MIP_00182152,72
MIP_00190544,76
MIP_00195049,79
MIP_00197088,86
MIP_00214142,80
MIP_00213849,76
MIP_00240568,77
MIP_00214279,76
MIP_00230841,74
MIP_00200086,50
MIP_00200089,69
MIP_00200090,119
MIP_00201209,121
MIP_00200091,82
MIP_00200096,81
MIP_00191045,84
MIP_00186172,86
MIP_00200098,77
MIP_00200103,73
MIP_00091228,76
MIP_00193157,83
MIP_00324943,84
MIP_00200105,154
MIP_00200107,67
MIP_00200112,65
MIP_00180601,69
MIP_00201274,131
MIP_00198513,132
MIP_00201277,113
MIP_00201278,71
MIP_00201283,157
MIP_00201285,157
MIP_00201287,59
MIP_00201291,156
MIP_00201294,43
MIP_00201295,90
MIP_00201299,44
MIP_00201301,84
MIP_00201302,71
MIP_00201305,76
MIP_00201307,46
MIP_00201309,41
MIP_00201311,69
MIP_00201314,53
MIP_00201318,40
MIP_00201320,159
MIP_00201321,159
MIP_00201327,87
MIP_00201328,70
MIP_00188923,73
MIP_00194053,75
MIP_00201193,73
MIP_00160651,73
MIP_00160652,73
MIP_00198027,71
MIP_00210593,73
MIP_00214793,73
MIP_00215834,58
MIP_00214769,53
MIP_00221896,58
MIP_00231354,58
MIP_00247188,60
MIP_00216305,70
MIP_00192852,69
MIP_00205103,70
MIP_00208226,70
MIP_00216809,70
MIP_00235451,72
MIP_00222804,73
MIP_00189495,73
MIP_00226410,70
MIP_00266753,70
MIP_00263276,70
MIP_00274534,69
MIP_00267667,70
MIP_00201329,48
MIP_00201331,73
MIP_00201335,71
MIP_00201341,54
MIP_00201343,126
MIP_00222608,52
MIP_00222612,87
MIP_00200539,80
MIP_00221579,81
MIP_00233610,88
MIP_00254464,97
MIP_00232094,88
MIP_00210559,85
MIP_00233691,88
MIP_00233048,88
MIP_00241025,91
MIP_00291382,96
MIP_00266326,96
MIP_00188049,84
MIP_00194476,98
MIP_00233303,96
MIP_00234302,93
MIP_00235089,93
MIP_00246935,96
MIP_00270864,96
MIP_00297733,95
MIP_00222615,46
MIP_00222616,108
MIP_00222619,40
MIP_00222623,92
MIP_00222635,169
MIP_00223445,47
MIP_00223446,133
MIP_00194134,132
MIP_00197887,132
MIP_00218240,133
MIP_00198841,132
MIP_00202198,129
MIP_00207684,134
MIP_00205361,135
MIP_00231953,132
MIP_00204224,134
MIP_00193778,133
MIP_00205805,134
MIP_00209886,134
MIP_00210452,129
MIP_00212045,136
MIP_00206601,132
MIP_00208168,134
MIP_00196138,134
MIP_00205502,134
MIP_00208772,132
MIP_00209119,134
MIP_00216896,131
MIP_00203253,131
MIP_00232641,132
MIP_00206642,131
MIP_00212255,133
MIP_00214128,131
MIP_00214388,133
MIP_00230693,133
MIP_00211536,132
MIP_00182793,130
MIP_00193043,128
MIP_00198718,132
MIP_00199277,134
MIP_00206121,129
MIP_00206487,133
MIP_00196639,134
MIP_00195237,130
MIP_00204274,135
MIP_00209453,135
MIP_00210276,134
MIP_00213851,132
MIP_00228039,138
MIP_00212680,129
MIP_00224029,133
MIP_00217355,140
MIP_00220542,133
MIP_00203603,127
MIP_00222754,133
MIP_00224399,139
MIP_00223071,138
MIP_00225712,139
MIP_00205620,135
MIP_00211270,133
MIP_00211627,136
MIP_00213311,138
MIP_00192814,127
MIP_00229025,132
MIP_00214449,132
MIP_00232621,133
MIP_00224390,139
MIP_00254634,132
MIP_00199809,131
MIP_00257432,134
MIP_00223447,56
MIP_00223450,89
MIP_00156862,76
MIP_00223454,66
MIP_00223459,60
MIP_00223462,51
MIP_00223465,41
MIP_00223474,126
MIP_00088358,130
MIP_00215303,150
MIP_00231985,121
MIP_00255831,102
MIP_00264034,126
MIP_00198169,108
MIP_00197191,106
MIP_00247347,119
MIP_00209676,123
MIP_00223475,124
MIP_00222929,114
MIP_00226358,144
MIP_00223480,65
MIP_00223486,55
MIP_00223488,75
MIP_00223493,168
MIP_00118004,137
MIP_00223497,169
MIP_00223501,168
MIP_00223502,56
MIP_00223510,109
MIP_00223511,169
MIP_00223513,72
MIP_00212201,71
MIP_00223519,75
MIP_00223514,82
MIP_00223515,85
MIP_00223521,55
MIP_00223536,46
MIP_00223537,95
MIP_00223540,168
MIP_00211741,165
MIP_00223542,65
MIP_00223545,103
MIP_00223546,168
MIP_00223550,169
MIP_00223552,75
MIP_00223555,64
MIP_00223556,65
MIP_00220872,67
MIP_00223558,73
MIP_00223559,69
MIP_00214662,70
MIP_00224496,73
MIP_00224497,86
MIP_00224499,69
MIP_00313546,74
MIP_00224500,81
MIP_00224503,94
MIP_00224505,57
MIP_00224508,44
MIP_00224509,73
MIP_00224512,74
MIP_00224514,51
MIP_00224518,169
MIP_00224521,142
MIP_00224525,53
MIP_00224530,91
MIP_00250472,101
MIP_00224532,91
MIP_00224533,46
MIP_00224541,163
MIP_00224550,169
MIP_00199779,157
MIP_00224551,98
MIP_00224552,52
MIP_00224557,109
MIP_00092767,125
MIP_00181640,106
MIP_00090232,106
MIP_00224559,40
MIP_00224562,92
MIP_00224567,65
MIP_00224568,85
MIP_00224571,121
MIP_00224572,111
MIP_00224577,73
MIP_00224578,48
MIP_00224586,130
MIP_00214745,129
MIP_00229107,152
MIP_00224588,169
MIP_00224589,44
MIP_00224590,87
MIP_00224593,57
MIP_00224594,106
MIP_00251810,112
MIP_00224596,117
MIP_00224598,83
MIP_00224600,50
MIP_00224602,66
MIP_00225318,40
MIP_00225321,77
MIP_00225326,87
MIP_00225327,49
MIP_00260306,51
MIP_00305884,53
MIP_00225328,92
MIP_00225767,91
MIP_00225872,91
MIP_00225330,122
MIP_00225333,75
MIP_00225334,168
MIP_00204150,160
MIP_00225336,50
MIP_00225343,70
MIP_00258295,80
MIP_00225345,168
MIP_00225351,61
MIP_00225353,169
MIP_00225359,81
MIP_00230575,76
MIP_00226327,76
MIP_00230042,76
MIP_00226306,78
MIP_00232125,76
MIP_00225362,88
MIP_00225364,78
MIP_00225367,81
MIP_00225372,41
MIP_00225375,106
MIP_00247283,44
MIP_00247286,50
MIP_00247288,113
MIP_00247296,69
MIP_00247298,46
MIP_00247302,177
MIP_00267748,182
MIP_00247308,65
MIP_00247309,105
MIP_00247310,118
MIP_00247313,176
MIP_00247316,64
MIP_00188718,64
MIP_00152584,63
MIP_00156944,62
MIP_00158970,63
MIP_00201928,63
MIP_00216213,61
MIP_00217514,62
MIP_00226987,62
MIP_00227968,62
MIP_00234354,63
MIP_00240510,64
MIP_00244810,62
MIP_00301258,62
MIP_00247320,68
MIP_00247325,102
MIP_00247326,59
MIP_00245443,50
MIP_00246281,58
MIP_00268340,56
MIP_00270403,54
MIP_00247331,93
MIP_00247335,60
MIP_00247340,50
MIP_00247341,48
MIP_00247345,87
MIP_00176497,91
MIP_00247348,76
MIP_00247357,56
MIP_00269907,59
MIP_00272490,60
MIP_00268355,59
MIP_00247359,128
MIP_00247367,87
MIP_00247368,154
MIP_00247369,117
MIP_00247370,176
MIP_00247375,139
MIP_00247618,83
MIP_00247637,175
MIP_00245965,175
MIP_00247639,52
MIP_00227834,53
MIP_00247642,177
MIP_00247646,52
MIP_00247648,44
MIP_00247652,65
MIP_00247653,159
MIP_00247655,91
MIP_00247659,70
MIP_00210933,68
MIP_00245418,70
MIP_00250007,76
MIP_00274401,77
MIP_00247663,80
MIP_00234587,81
MIP_00261958,99
MIP_00227720,94
MIP_00261673,99
MIP_00298941,83
MIP_00300309,100
MIP_00310676,98
MIP_00325385,98
MIP_00232507,82
MIP_00161867,80
MIP_00203646,81
MIP_00233628,79
MIP_00264913,101
MIP_00267024,101
MIP_00234294,100
MIP_00294424,80
MIP_00303367,80
MIP_00070735,75
MIP_00201877,70
MIP_00215333,78
MIP_00224606,76
MIP_00245492,80
MIP_00258668,81
MIP_00165694,83
MIP_00248972,88
MIP_00306919,84
MIP_00250040,78
MIP_00264514,78
MIP_00292244,75
MIP_00215588,79
MIP_00163064,79
MIP_00229497,79
MIP_00255437,81
MIP_00278044,90
MIP_00263348,97
MIP_00221253,97
MIP_00253259,100
MIP_00259714,99
MIP_00269560,100
MIP_00226345,82
MIP_00295379,100
MIP_00300113,106
MIP_00227679,80
MIP_00231512,77
MIP_00226313,80
MIP_00229969,86
MIP_00258917,82
MIP_00235042,81
MIP_00263152,79
MIP_00278856,90
MIP_00231526,80
MIP_00234686,80
MIP_00150781,81
MIP_00240606,81
MIP_00272593,79
MIP_00298069,90
MIP_00210164,79
MIP_00223805,81
MIP_00270934,81
MIP_00278619,90
MIP_00247664,87
MIP_00247669,158
MIP_00247671,96
MIP_00247673,120
MIP_00247675,128
MIP_00211817,128
MIP_00303650,128
MIP_00163174,126
MIP_00187713,125
MIP_00152171,124
MIP_00199361,124
MIP_00240952,125
MIP_00201355,126
MIP_00224771,127
MIP_00235013,127
MIP_00253927,126
MIP_00297143,127
MIP_00305505,130
MIP_00247676,49
MIP_00247677,89
MIP_00297462,94
MIP_00298402,95
MIP_00304520,93
MIP_00294512,101
MIP_00310327,93
MIP_00312660,96
MIP_00312920,89
MIP_00247679,44
MIP_00247682,47
MIP_00247690,67
MIP_00247694,57
MIP_00247703,97
MIP_00051701,88
MIP_00154399,100
MIP_00159483,111
MIP_00166644,110
MIP_00211883,97
MIP_00255247,102
MIP_00326781,108
MIP_00199318,97
MIP_00221114,100
MIP_00227818,109
MIP_00231722,95
MIP_00247250,95
MIP_00254877,102
MIP_00303432,103
MIP_00253871,121
MIP_00260572,102
MIP_00193960,96
MIP_00208856,100
MIP_00241688,101
MIP_00269895,102
MIP_00293039,96
MIP_00204593,97
MIP_00210642,96
MIP_00209774,96
MIP_00279395,102
MIP_00212799,99
MIP_00214338,99
MIP_00214845,106
MIP_00227144,106
MIP_00266840,103
MIP_00223934,103
MIP_00207486,99
MIP_00271990,120
MIP_00207003,97
MIP_00234988,99
MIP_00080364,99
MIP_00159283,96
MIP_00193008,99
MIP_00198705,96
MIP_00221848,95
MIP_00234046,99
MIP_00267692,96
MIP_00203945,94
MIP_00212473,102
MIP_00202256,102
MIP_00224296,100
MIP_00278313,103
MIP_00075440,110
MIP_00190394,103
MIP_00255032,109
MIP_00258429,107
MIP_00262640,104
MIP_00201296,94
MIP_00229484,102
MIP_00255628,99
MIP_00297952,100
MIP_00268864,103
MIP_00325054,100
MIP_00247708,108
MIP_00247709,76
MIP_00247715,58
MIP_00240650,59
MIP_00243707,59
MIP_00247724,72
MIP_00247732,81
MIP_00270641,78
MIP_00248776,75
MIP_00214151,92
MIP_00217313,74
MIP_00248779,76
MIP_00248781,42
MIP_00248786,49
MIP_00248790,73
MIP_00248795,76
MIP_00248796,123
MIP_00164063,114
MIP_00198344,126
MIP_00202179,124
MIP_00180045,126
MIP_00181893,114
MIP_00200134,118
MIP_00248797,91
MIP_00248799,134
MIP_00248802,64
MIP_00152441,71
MIP_00248809,73
MIP_00248818,52
MIP_00248821,41
MIP_00220886,40
MIP_00247551,41
MIP_00258074,41
MIP_00248871,42
MIP_00259951,41
MIP_00261009,42
MIP_00248827,79
MIP_00248829,108
MIP_00156272,134
MIP_00266338,117
MIP_00248845,80
MIP_00248846,71
MIP_00248847,40
MIP_00248850,51
MIP_00248854,50
MIP_00248855,100
MIP_00248861,70
MIP_00248862,68
MIP_00248864,74
MIP_00240167,71
MIP_00248868,43
MIP_00248881,146
MIP_00248882,178
MIP_00248884,60
MIP_00248885,48
MIP_00248888,43
MIP_00248890,91
MIP_00249356,41
MIP_00249357,49
MIP_00249359,68
MIP_00198506,65
MIP_00202410,66
MIP_00249361,70
MIP_00249362,71
MIP_00249365,100
MIP_00119312,101
MIP_00249368,178
MIP_00249371,47
MIP_00249374,102
MIP_00249377,60
MIP_00249378,157
MIP_00254626,149
MIP_00249382,178
MIP_00249383,97
MIP_00249384,61
MIP_00245030,61
MIP_00035909,71
MIP_00035910,95
MIP_00033900,95
MIP_00035911,48
MIP_00025561,48
MIP_00035912,89
MIP_00035914,92
MIP_00031894,98
MIP_00043757,89
MIP_00046371,107
MIP_00046494,104
MIP_00035917,81
MIP_00035919,92
MIP_00035922,82
MIP_00035924,92
MIP_00035927,62
MIP_00035930,84
MIP_00035931,76
MIP_00035933,83
MIP_00035816,83
MIP_00035938,61
MIP_00035939,89
MIP_00035940,91
MIP_00035941,53
MIP_00035944,95
MIP_00035945,88
MIP_00032115,85
MIP_00035860,98
MIP_00036487,98
MIP_00038397,97
MIP_00035966,96
MIP_00036057,96
MIP_00037636,98
MIP_00037715,99
MIP_00039094,99
MIP_00043075,97
MIP_00043911,96
MIP_00047825,101
MIP_00035946,76
MIP_00035947,71
MIP_00038369,85
MIP_00035948,94
MIP_00035949,84
MIP_00035950,92
MIP_00035953,83
MIP_00035958,86
MIP_00035959,83
MIP_00035961,72
MIP_00035963,93
MIP_00035964,87
MIP_00035965,80
MIP_00035975,84
MIP_00035976,99
MIP_00037013,79
MIP_00037014,87
MIP_00037018,96
MIP_00037020,83
MIP_00037025,89
MIP_00034625,98
MIP_00050009,107
MIP_00037026,96
MIP_00037027,42
MIP_00037028,72
MIP_00037029,62
MIP_00037031,82
MIP_00037033,85
MIP_00037034,40
MIP_00037037,40
MIP_00037038,55
MIP_00037039,44
MIP_00037040,52
MIP_00037041,44
MIP_00037044,96
MIP_00037045,89
MIP_00037046,88
MIP_00037047,82
MIP_00037048,47
MIP_00037050,52
MIP_00037051,90
MIP_00031668,91
MIP_00037052,90
MIP_00037054,91
MIP_00037055,50
MIP_00037056,40
MIP_00037058,73
MIP_00037059,78
MIP_00034493,80
MIP_00037061,97
MIP_00039979,98
MIP_00037064,58
MIP_00037065,51
MIP_00037067,40
MIP_00037068,55
MIP_00037069,71
MIP_00062262,71
MIP_00030996,74
MIP_00034308,70
MIP_00042601,71
MIP_00038210,71
MIP_00098788,69
MIP_00037071,91
MIP_00037072,89
MIP_00032213,88
MIP_00033643,85
MIP_00037073,59
MIP_00045377,64
MIP_00047164,67
MIP_00102877,59
MIP_00027533,61
MIP_00042241,56
MIP_00046544,56
MIP_00037074,88
MIP_00037077,95
MIP_00037081,96
MIP_00035371,94
MIP_00043185,87
MIP_00037082,85
MIP_00037085,97
MIP_00037086,75
MIP_00037088,94
MIP_00037089,41
MIP_00037090,83
MIP_00037093,86
MIP_00037094,45
MIP_00037098,44
MIP_00005351,43
MIP_00106356,44
MIP_00037099,98
MIP_00037100,87
MIP_00037102,82
MIP_00037103,64
MIP_00037104,84
MIP_00037105,48
MIP_00037107,84
MIP_00037108,81
MIP_00037110,95
MIP_00037113,74
MIP_00037118,97
MIP_00037120,98
MIP_00037122,92
MIP_00037123,90
MIP_00037125,54
MIP_00038168,97
MIP_00072487,40
MIP_00072488,79
MIP_00072495,77
MIP_00072496,50
MIP_00072501,44
MIP_00072502,138
MIP_00080675,129
MIP_00198708,158
MIP_00217240,164
MIP_00160071,144
MIP_00196002,157
MIP_00072505,71
MIP_00073537,40
MIP_00073539,91
MIP_00073540,139
MIP_00291733,119
MIP_00073541,133
MIP_00211211,112
MIP_00228345,111
MIP_00083377,117
MIP_00155256,148
MIP_00097158,127
MIP_00150492,144
MIP_00096375,127
MIP_00081843,111
MIP_00097429,129
MIP_00105396,111
MIP_00158077,133
MIP_00053682,102
MIP_00060622,106
MIP_00099600,119
MIP_00104219,110
MIP_00107738,112
MIP_00107734,113
MIP_00099638,106
MIP_00104978,107
MIP_00103115,100
MIP_00105286,113
MIP_00144482,124
MIP_00076763,120
MIP_00080454,102
MIP_00072620,110
MIP_00081737,118
MIP_00096662,108
MIP_00157882,105
MIP_00087365,126
MIP_00099166,114
MIP_00147135,106
MIP_00230757,114
MIP_00198226,109
MIP_00228486,112
MIP_00230753,108
MIP_00103691,102
MIP_00212736,135
MIP_00079272,134
MIP_00150502,149
MIP_00206267,110
MIP_00181567,110
MIP_00207592,117
MIP_00053662,104
MIP_00055287,106
MIP_00054371,110
MIP_00054574,110
MIP_00086180,121
MIP_00059139,120
MIP_00067713,121
MIP_00127193,121
MIP_00082478,119
MIP_00165964,125
MIP_00198424,127
MIP_00070234,127
MIP_00075516,110
MIP_00100926,113
MIP_00102544,107
MIP_00103734,109
MIP_00105890,115
MIP_00144471,118
MIP_00160457,118
MIP_00177450,121
MIP_00191682,154
MIP_00197463,155
MIP_00217449,119
MIP_00203176,104
MIP_00218137,107
MIP_00206322,113
MIP_00216866,114
MIP_00206774,114
MIP_00212787,112
MIP_00217233,112
MIP_00206763,111
MIP_00207574,92
MIP_00255284,100
MIP_00224322,119
MIP_00213409,114
MIP_00217157,113
MIP_00233687,113
MIP_00245625,111
MIP_00245628,109
MIP_00080618,112
MIP_00090072,102
MIP_00070536,103
MIP_00078205,103
MIP_00090849,100
MIP_00091468,102
MIP_00230097,115
MIP_00229243,114
MIP_00101481,97
MIP_00221961,115
MIP_00235213,102
MIP_00073542,51
MIP_00073544,59
MIP_00073546,83
MIP_00223911,90
MIP_00067919,93
MIP_00061414,94
MIP_00096378,100
MIP_00158551,107
MIP_00220372,94
MIP_00222113,91
MIP_00073549,74
MIP_00073551,81
MIP_00073552,91
MIP_00057793,91
MIP_00053919,89
MIP_00082803,93
MIP_00098066,89
MIP_00085379,93
MIP_00107114,92
MIP_00108209,93
MIP_00102818,91
MIP_00096073,93
MIP_00073553,80
MIP_00073554,115
MIP_00073556,133
MIP_00095976,138
MIP_00217392,165
MIP_00073557,57
MIP_00073558,66
MIP_00073559,113
MIP_00073565,45
MIP_00073567,63
MIP_00085347,65
MIP_00049334,67
MIP_00073568,41
MIP_00073571,59
MIP_00073575,54
MIP_00073578,83
MIP_00073588,56
MIP_00073591,130
MIP_00073595,127
MIP_00073596,82
MIP_00073600,132
MIP_00073603,62
MIP_00073604,126
MIP_00073608,85
MIP_00073611,56
MIP_00073612,133
MIP_00161450,145
MIP_00073613,130
MIP_00073614,43
MIP_00073616,137
MIP_00073623,82
MIP_00073628,49
MIP_00073632,85
MIP_00093570,96
MIP_00137023,87
MIP_00073635,56
MIP_00073637,103
MIP_00073638,139
MIP_00147128,140
MIP_00073641,95
MIP_00086781,97
MIP_00077877,97
MIP_00088618,97
MIP_00075952,97
MIP_00092259,97
MIP_00070547,97
MIP_00096985,96
MIP_00161854,96
MIP_00092808,96
MIP_00096935,98
MIP_00105911,101
MIP_00096591,102
MIP_00073647,135
MIP_00075335,134
MIP_00122393,133
MIP_00071082,139
MIP_00094528,130
MIP_00073652,62
MIP_00073667,130
MIP_00082467,129
MIP_00082228,133
MIP_00073670,53
MIP_00074885,132
MIP_00085170,132
MIP_00074887,133
MIP_00074889,106
MIP_00074890,86
