Cluster,nMem
MIP_00163786.pdb,1
MIP_00163788.pdb,1
MIP_00163797.pdb,1
MIP_00163799.pdb,1
MIP_00163800.pdb,1
MIP_00163802.pdb,3
MIP_00163807.pdb,3
MIP_00163811.pdb,1
MIP_00163813.pdb,1
MIP_00163818.pdb,1
MIP_00163820.pdb,1
MIP_00163821.pdb,1
MIP_00163827.pdb,1
MIP_00163829.pdb,1
MIP_00163830.pdb,1
MIP_00163832.pdb,1
MIP_00163834.pdb,1
MIP_00163842.pdb,1
MIP_00163848.pdb,1
MIP_00163852.pdb,1
MIP_00163853.pdb,1
MIP_00163855.pdb,1
MIP_00163856.pdb,1
MIP_00163865.pdb,1
MIP_00163866.pdb,4
MIP_00163878.pdb,1
MIP_00163880.pdb,1
MIP_00163881.pdb,1
MIP_00163883.pdb,1
MIP_00163889.pdb,2
MIP_00163891.pdb,1
MIP_00163894.pdb,1
MIP_00163897.pdb,2
MIP_00163898.pdb,1
MIP_00163901.pdb,1
MIP_00163904.pdb,1
MIP_00163905.pdb,1
MIP_00163906.pdb,1
MIP_00163909.pdb,1
MIP_00163911.pdb,1
MIP_00163916.pdb,1
MIP_00163918.pdb,1
MIP_00163919.pdb,3
MIP_00163923.pdb,1
MIP_00163926.pdb,1
MIP_00163934.pdb,1
MIP_00163936.pdb,1
MIP_00163938.pdb,2
MIP_00163943.pdb,1
MIP_00163947.pdb,4
MIP_00163949.pdb,1
MIP_00163950.pdb,1
MIP_00163951.pdb,1
MIP_00163952.pdb,1
MIP_00163953.pdb,1
MIP_00163954.pdb,1
MIP_00163956.pdb,1
MIP_00163958.pdb,1
MIP_00163959.pdb,1
MIP_00163961.pdb,1
MIP_00163963.pdb,1
MIP_00163966.pdb,1
MIP_00163967.pdb,1
MIP_00163968.pdb,2
MIP_00163970.pdb,1
MIP_00163973.pdb,1
MIP_00163979.pdb,1
MIP_00163980.pdb,1
MIP_00163982.pdb,4
MIP_00163984.pdb,1
MIP_00163989.pdb,1
MIP_00163991.pdb,1
MIP_00163992.pdb,1
MIP_00163993.pdb,1
MIP_00163997.pdb,1
MIP_00163999.pdb,1
MIP_00164003.pdb,2
MIP_00164006.pdb,1
MIP_00164009.pdb,1
MIP_00164011.pdb,1
MIP_00164013.pdb,3
MIP_00164019.pdb,62
MIP_00164023.pdb,1
MIP_00164026.pdb,1
MIP_00164028.pdb,1
MIP_00164029.pdb,2
MIP_00164030.pdb,6
MIP_00164031.pdb,22
MIP_00164033.pdb,1
MIP_00164035.pdb,1
MIP_00164037.pdb,1
MIP_00164038.pdb,1
MIP_00164040.pdb,1
MIP_00164041.pdb,1
MIP_00164044.pdb,1
MIP_00164046.pdb,1
MIP_00164047.pdb,1
MIP_00164051.pdb,1
MIP_00164052.pdb,1
MIP_00164055.pdb,1
MIP_00164057.pdb,1
MIP_00164058.pdb,1
MIP_00164061.pdb,1
MIP_00164062.pdb,1
MIP_00164064.pdb,1
MIP_00164066.pdb,1
MIP_00164067.pdb,2
MIP_00164068.pdb,1
MIP_00164070.pdb,20
MIP_00164072.pdb,12
MIP_00164075.pdb,1
MIP_00164081.pdb,1
MIP_00164082.pdb,1
MIP_00164083.pdb,2
MIP_00164085.pdb,1
MIP_00164089.pdb,1
MIP_00164091.pdb,1
MIP_00164092.pdb,1
MIP_00164097.pdb,1
MIP_00164098.pdb,2
MIP_00164099.pdb,1
MIP_00164102.pdb,3
MIP_00164106.pdb,1
MIP_00164109.pdb,1
MIP_00164111.pdb,10
MIP_00164112.pdb,1
MIP_00164113.pdb,1
MIP_00164117.pdb,1
MIP_00164119.pdb,1
MIP_00164120.pdb,1
MIP_00164122.pdb,1
MIP_00164123.pdb,7
MIP_00164127.pdb,1
MIP_00164128.pdb,31
MIP_00164130.pdb,1
MIP_00164131.pdb,1
MIP_00164134.pdb,1
MIP_00164146.pdb,1
MIP_00164148.pdb,1
MIP_00164151.pdb,48
MIP_00164152.pdb,1
MIP_00164153.pdb,2
MIP_00164158.pdb,1
MIP_00164159.pdb,1
MIP_00164161.pdb,1
MIP_00164162.pdb,1
MIP_00164165.pdb,5
MIP_00164166.pdb,1
MIP_00164169.pdb,1
MIP_00164174.pdb,2
MIP_00164176.pdb,1
MIP_00164179.pdb,1
MIP_00164182.pdb,1
MIP_00164185.pdb,1
MIP_00164187.pdb,3
MIP_00164192.pdb,1
MIP_00164197.pdb,1
MIP_00164198.pdb,1
MIP_00164200.pdb,1
MIP_00164201.pdb,1
MIP_00164210.pdb,1
MIP_00164211.pdb,1
MIP_00164213.pdb,1
MIP_00164214.pdb,1
MIP_00164217.pdb,1
MIP_00164220.pdb,1
MIP_00164222.pdb,1
MIP_00164231.pdb,1
MIP_00164234.pdb,1
MIP_00164235.pdb,2
MIP_00164240.pdb,7
MIP_00164243.pdb,1
MIP_00164244.pdb,1
MIP_00164246.pdb,1
MIP_00164249.pdb,1
MIP_00164252.pdb,1
MIP_00164259.pdb,14
MIP_00164260.pdb,1
MIP_00164261.pdb,1
MIP_00164267.pdb,1
MIP_00164270.pdb,3
MIP_00164272.pdb,1
MIP_00164278.pdb,1
MIP_00164308.pdb,1
MIP_00164309.pdb,1
MIP_00164312.pdb,1
MIP_00164315.pdb,1
MIP_00164328.pdb,1
MIP_00164339.pdb,1
MIP_00164341.pdb,1
MIP_00164343.pdb,1
MIP_00164344.pdb,1
MIP_00164345.pdb,15
MIP_00164346.pdb,11
MIP_00164347.pdb,1
MIP_00164355.pdb,1
MIP_00164358.pdb,1
MIP_00164364.pdb,1
MIP_00164365.pdb,1
MIP_00164366.pdb,1
MIP_00164368.pdb,1
MIP_00164374.pdb,1
MIP_00164382.pdb,1
MIP_00164383.pdb,1
MIP_00164384.pdb,1
MIP_00164386.pdb,1
MIP_00164389.pdb,1
MIP_00164392.pdb,2
MIP_00164397.pdb,1
MIP_00164399.pdb,1
MIP_00164401.pdb,1
MIP_00164402.pdb,1
MIP_00164403.pdb,1
MIP_00164407.pdb,1
MIP_00164408.pdb,1
MIP_00164409.pdb,1
MIP_00164411.pdb,1
MIP_00164420.pdb,1
MIP_00164422.pdb,1
MIP_00164423.pdb,1
MIP_00164425.pdb,1
MIP_00164428.pdb,1
MIP_00164429.pdb,1
MIP_00164430.pdb,1
MIP_00164431.pdb,1
MIP_00164432.pdb,2
MIP_00164436.pdb,1
MIP_00164438.pdb,1
MIP_00164441.pdb,3
MIP_00164442.pdb,2
MIP_00164444.pdb,1
MIP_00164450.pdb,1
MIP_00164457.pdb,1
MIP_00164459.pdb,1
MIP_00164465.pdb,2
MIP_00164467.pdb,12
MIP_00164468.pdb,2
MIP_00164472.pdb,1
MIP_00164474.pdb,1
MIP_00164475.pdb,1
MIP_00164477.pdb,1
MIP_00164482.pdb,1
MIP_00164484.pdb,1
MIP_00164486.pdb,2
MIP_00164487.pdb,1
MIP_00164488.pdb,22
MIP_00164489.pdb,1
MIP_00164491.pdb,1
MIP_00164495.pdb,1
MIP_00164498.pdb,23
MIP_00164500.pdb,1
MIP_00164503.pdb,1
MIP_00164504.pdb,1
MIP_00164505.pdb,17
MIP_00164506.pdb,1
MIP_00164507.pdb,1
MIP_00164510.pdb,1
MIP_00164519.pdb,1
MIP_00164524.pdb,1
MIP_00164528.pdb,9
MIP_00164529.pdb,1
MIP_00164533.pdb,2
MIP_00164543.pdb,1
MIP_00164546.pdb,1
MIP_00164549.pdb,3
MIP_00164551.pdb,2
MIP_00164552.pdb,1
MIP_00164555.pdb,1
MIP_00164556.pdb,1
MIP_00164558.pdb,1
MIP_00164560.pdb,1
MIP_00164561.pdb,1
MIP_00164565.pdb,1
MIP_00164566.pdb,1
MIP_00164567.pdb,1
MIP_00164568.pdb,2
MIP_00164570.pdb,9
MIP_00164574.pdb,6
MIP_00164583.pdb,121
MIP_00164585.pdb,2
MIP_00164586.pdb,1
MIP_00164588.pdb,2
MIP_00164589.pdb,1
MIP_00164596.pdb,1
MIP_00164601.pdb,1
MIP_00164604.pdb,1
MIP_00164605.pdb,1
MIP_00164608.pdb,1
MIP_00164609.pdb,1
MIP_00164610.pdb,1
MIP_00164611.pdb,1
MIP_00164612.pdb,1
MIP_00164613.pdb,1
MIP_00164615.pdb,1
MIP_00164618.pdb,1
MIP_00164624.pdb,1
MIP_00164626.pdb,1
MIP_00164627.pdb,1
MIP_00164629.pdb,1
MIP_00164631.pdb,3
MIP_00164632.pdb,1
MIP_00164646.pdb,1
MIP_00164648.pdb,1
MIP_00164649.pdb,1
MIP_00164650.pdb,1
MIP_00164651.pdb,1
MIP_00164652.pdb,1
MIP_00164653.pdb,1
MIP_00164656.pdb,3
MIP_00164657.pdb,1
MIP_00164663.pdb,1
MIP_00164664.pdb,3
MIP_00164673.pdb,2
MIP_00164675.pdb,1
MIP_00164685.pdb,30
MIP_00164692.pdb,1
MIP_00164693.pdb,2
MIP_00164695.pdb,1
MIP_00164696.pdb,1
MIP_00164698.pdb,1
MIP_00164701.pdb,1
MIP_00164704.pdb,1
MIP_00164706.pdb,2
MIP_00164710.pdb,1
MIP_00164712.pdb,1
MIP_00164713.pdb,4
MIP_00164714.pdb,1
MIP_00164715.pdb,1
MIP_00164717.pdb,1
MIP_00164719.pdb,3
MIP_00164720.pdb,1
MIP_00164726.pdb,1
MIP_00164728.pdb,1
MIP_00164733.pdb,1
MIP_00164734.pdb,1
MIP_00164736.pdb,1
MIP_00164737.pdb,1
MIP_00164738.pdb,1
MIP_00164742.pdb,2
MIP_00164747.pdb,1
MIP_00164748.pdb,1
MIP_00164749.pdb,2
MIP_00164750.pdb,1
MIP_00164752.pdb,18
MIP_00164753.pdb,1
MIP_00164754.pdb,1
MIP_00164755.pdb,1
MIP_00164757.pdb,1
MIP_00164759.pdb,1
MIP_00164760.pdb,1
MIP_00164762.pdb,1
MIP_00164763.pdb,3
MIP_00164768.pdb,1
MIP_00164769.pdb,1
MIP_00164776.pdb,1
MIP_00164780.pdb,4
MIP_00164788.pdb,1
MIP_00164792.pdb,1
MIP_00164798.pdb,8
MIP_00164800.pdb,1
MIP_00164801.pdb,1
MIP_00164802.pdb,1
MIP_00164807.pdb,3
MIP_00164809.pdb,2
MIP_00164810.pdb,1
MIP_00164812.pdb,1
MIP_00164813.pdb,1
MIP_00164814.pdb,1
MIP_00164816.pdb,1
MIP_00164817.pdb,1
MIP_00164819.pdb,1
MIP_00164820.pdb,1
MIP_00164823.pdb,1
MIP_00164825.pdb,1
MIP_00164831.pdb,10
MIP_00164835.pdb,1
MIP_00164837.pdb,1
MIP_00164840.pdb,3
MIP_00164842.pdb,1
MIP_00164843.pdb,1
MIP_00164850.pdb,1
MIP_00164853.pdb,1
MIP_00164854.pdb,1
MIP_00164855.pdb,1
MIP_00164856.pdb,1
MIP_00164857.pdb,1
MIP_00164859.pdb,1
MIP_00164866.pdb,1
MIP_00164870.pdb,1
MIP_00164876.pdb,1
MIP_00164880.pdb,1
MIP_00164881.pdb,1
MIP_00164882.pdb,1
MIP_00164883.pdb,1
MIP_00164892.pdb,1
MIP_00164895.pdb,11
MIP_00164896.pdb,1
MIP_00164900.pdb,1
MIP_00164905.pdb,1
MIP_00164910.pdb,1
MIP_00164912.pdb,1
MIP_00164916.pdb,1
MIP_00164922.pdb,1
MIP_00164925.pdb,1
MIP_00164931.pdb,1
MIP_00164938.pdb,1
MIP_00164939.pdb,1
MIP_00164944.pdb,1
MIP_00164946.pdb,1
MIP_00164947.pdb,1
MIP_00164949.pdb,2
MIP_00164950.pdb,1
MIP_00164952.pdb,1
MIP_00164965.pdb,1
MIP_00164969.pdb,1
MIP_00164970.pdb,1
MIP_00164971.pdb,5
MIP_00164978.pdb,1
MIP_00164981.pdb,2
MIP_00164982.pdb,1
MIP_00164987.pdb,4
MIP_00164988.pdb,3
MIP_00164990.pdb,1
MIP_00164993.pdb,1
MIP_00165001.pdb,1
MIP_00165007.pdb,1
MIP_00165012.pdb,1
MIP_00165013.pdb,1
MIP_00165023.pdb,1
MIP_00165026.pdb,1
MIP_00165028.pdb,1
MIP_00165029.pdb,1
MIP_00165030.pdb,2
MIP_00165032.pdb,1
MIP_00165035.pdb,1
MIP_00165038.pdb,1
MIP_00165039.pdb,1
MIP_00165040.pdb,1
MIP_00165041.pdb,1
MIP_00165047.pdb,1
MIP_00165051.pdb,1
MIP_00165054.pdb,1
MIP_00165055.pdb,1
MIP_00165056.pdb,1
MIP_00165058.pdb,1
MIP_00165060.pdb,1
MIP_00165062.pdb,1
MIP_00165064.pdb,1
MIP_00165065.pdb,1
MIP_00165068.pdb,15
MIP_00165071.pdb,1
MIP_00165074.pdb,1
MIP_00165075.pdb,1
MIP_00165076.pdb,1
MIP_00165082.pdb,1
MIP_00165084.pdb,1
MIP_00165086.pdb,1
MIP_00165089.pdb,1
MIP_00165090.pdb,1
MIP_00165091.pdb,1
MIP_00165092.pdb,2
MIP_00165093.pdb,1
MIP_00165096.pdb,2
MIP_00165100.pdb,1
MIP_00165105.pdb,1
MIP_00165106.pdb,1
MIP_00165111.pdb,81
MIP_00165112.pdb,1
MIP_00165114.pdb,1
MIP_00165118.pdb,13
MIP_00165127.pdb,3
MIP_00165128.pdb,4
MIP_00165130.pdb,1
MIP_00165141.pdb,1
MIP_00165150.pdb,1
MIP_00165164.pdb,1
MIP_00165174.pdb,8
MIP_00165175.pdb,1
MIP_00165176.pdb,1
MIP_00165181.pdb,1
MIP_00165183.pdb,1
MIP_00165190.pdb,4
MIP_00165195.pdb,1
MIP_00165198.pdb,1
MIP_00165199.pdb,1
MIP_00165202.pdb,1
MIP_00165204.pdb,1
MIP_00165207.pdb,1
MIP_00165210.pdb,6
MIP_00165211.pdb,1
MIP_00165214.pdb,1
MIP_00165218.pdb,1
MIP_00165222.pdb,1
MIP_00165224.pdb,2
MIP_00165229.pdb,1
MIP_00165230.pdb,1
MIP_00165233.pdb,47
MIP_00165234.pdb,2
MIP_00165237.pdb,1
MIP_00165241.pdb,5
MIP_00165243.pdb,1
MIP_00165245.pdb,1
MIP_00165247.pdb,6
MIP_00165248.pdb,1
MIP_00165249.pdb,1
MIP_00165253.pdb,1
MIP_00165256.pdb,1
MIP_00165257.pdb,1
MIP_00165259.pdb,3
MIP_00165261.pdb,1
MIP_00165262.pdb,1
MIP_00165266.pdb,2
MIP_00165267.pdb,1
MIP_00165271.pdb,1
MIP_00165272.pdb,1
MIP_00165273.pdb,1
MIP_00165275.pdb,1
MIP_00165276.pdb,1
MIP_00165277.pdb,1
MIP_00165280.pdb,4
MIP_00165281.pdb,1
MIP_00165286.pdb,1
MIP_00165290.pdb,1
MIP_00165291.pdb,2
MIP_00165293.pdb,1
MIP_00165295.pdb,1
MIP_00165296.pdb,1
MIP_00165297.pdb,1
MIP_00165301.pdb,2
MIP_00165302.pdb,1
MIP_00165303.pdb,1
MIP_00165304.pdb,2
MIP_00165305.pdb,1
MIP_00165308.pdb,1
MIP_00165313.pdb,1
MIP_00165315.pdb,1
MIP_00165319.pdb,1
MIP_00165320.pdb,1
MIP_00165323.pdb,7
MIP_00165328.pdb,1
MIP_00165329.pdb,1
MIP_00165334.pdb,1
MIP_00165336.pdb,1
MIP_00165344.pdb,1
MIP_00165345.pdb,3
MIP_00165349.pdb,1
MIP_00165351.pdb,1
MIP_00165355.pdb,1
MIP_00165356.pdb,1
MIP_00165362.pdb,2
MIP_00165371.pdb,1
MIP_00165372.pdb,2
MIP_00165375.pdb,2
MIP_00165376.pdb,6
MIP_00165379.pdb,4
MIP_00165389.pdb,1
MIP_00165393.pdb,1
MIP_00165401.pdb,2
MIP_00165413.pdb,1
MIP_00165415.pdb,1
MIP_00165420.pdb,1
MIP_00165425.pdb,1
MIP_00165426.pdb,1
MIP_00165427.pdb,1
MIP_00165430.pdb,1
MIP_00165433.pdb,2
MIP_00165434.pdb,1
MIP_00165441.pdb,1
MIP_00165442.pdb,1
MIP_00165443.pdb,1
MIP_00165444.pdb,2
MIP_00165446.pdb,1
MIP_00165450.pdb,1
MIP_00165451.pdb,1
MIP_00165456.pdb,1
MIP_00165458.pdb,1
MIP_00165459.pdb,1
MIP_00165461.pdb,2
MIP_00165464.pdb,1
MIP_00165467.pdb,1
MIP_00165470.pdb,4
MIP_00165471.pdb,1
MIP_00165472.pdb,2
MIP_00165478.pdb,1
MIP_00165484.pdb,1
MIP_00165487.pdb,1
MIP_00165492.pdb,1
MIP_00165495.pdb,1
MIP_00165498.pdb,3
MIP_00165503.pdb,1
MIP_00165504.pdb,1
MIP_00165506.pdb,1
MIP_00165507.pdb,1
MIP_00165508.pdb,4
MIP_00165509.pdb,1
MIP_00165513.pdb,1
MIP_00165519.pdb,1
MIP_00165525.pdb,1
MIP_00165527.pdb,1
MIP_00165529.pdb,1
MIP_00165530.pdb,1
MIP_00165532.pdb,16
MIP_00165534.pdb,1
MIP_00165536.pdb,3
MIP_00165537.pdb,1
MIP_00165541.pdb,1
MIP_00165544.pdb,1
MIP_00165553.pdb,1
MIP_00165554.pdb,1
MIP_00165560.pdb,1
MIP_00165563.pdb,1
MIP_00165567.pdb,1
MIP_00165568.pdb,2
MIP_00165570.pdb,1
MIP_00165573.pdb,1
MIP_00165577.pdb,1
MIP_00165578.pdb,1
MIP_00165580.pdb,2
MIP_00165585.pdb,1
MIP_00165588.pdb,1
MIP_00165596.pdb,1
MIP_00165597.pdb,1
MIP_00165598.pdb,44
MIP_00165600.pdb,2
MIP_00165605.pdb,1
MIP_00165607.pdb,1
MIP_00165608.pdb,2
MIP_00165614.pdb,1
MIP_00165616.pdb,1
MIP_00165619.pdb,9
MIP_00165625.pdb,1
MIP_00165627.pdb,1
MIP_00165630.pdb,1
MIP_00165632.pdb,1
MIP_00165634.pdb,1
MIP_00165637.pdb,1
MIP_00165639.pdb,1
MIP_00165640.pdb,4
MIP_00165645.pdb,1
MIP_00165647.pdb,1
MIP_00165648.pdb,2
MIP_00165653.pdb,1
MIP_00165655.pdb,1
MIP_00165656.pdb,44
MIP_00165657.pdb,1
MIP_00165658.pdb,1
MIP_00165662.pdb,1
MIP_00165663.pdb,1
MIP_00165665.pdb,1
MIP_00165673.pdb,1
MIP_00165676.pdb,4
MIP_00165677.pdb,1
MIP_00165679.pdb,1
MIP_00165680.pdb,4
MIP_00165687.pdb,1
MIP_00165693.pdb,4
MIP_00165695.pdb,1
MIP_00165696.pdb,2
MIP_00165700.pdb,13
MIP_00165705.pdb,1
MIP_00165706.pdb,1
MIP_00165724.pdb,5
MIP_00165727.pdb,1
MIP_00165728.pdb,2
MIP_00165730.pdb,1
MIP_00165731.pdb,1
MIP_00165737.pdb,1
MIP_00165757.pdb,1
MIP_00165762.pdb,3
MIP_00165763.pdb,1
MIP_00165766.pdb,4
MIP_00165767.pdb,4
MIP_00165768.pdb,1
MIP_00165773.pdb,1
MIP_00165776.pdb,1
MIP_00165779.pdb,1
MIP_00165782.pdb,12
MIP_00165784.pdb,1
MIP_00165789.pdb,1
MIP_00165790.pdb,1
MIP_00165795.pdb,1
MIP_00165799.pdb,17
MIP_00165801.pdb,1
MIP_00165807.pdb,1
MIP_00165810.pdb,1
MIP_00165811.pdb,3
MIP_00165812.pdb,1
MIP_00165813.pdb,1
MIP_00165817.pdb,5
MIP_00165819.pdb,8
MIP_00165821.pdb,4
MIP_00165825.pdb,1
MIP_00165826.pdb,1
MIP_00165829.pdb,1
MIP_00165835.pdb,1
MIP_00165836.pdb,1
MIP_00165839.pdb,1
MIP_00165840.pdb,1
MIP_00165841.pdb,1
MIP_00165843.pdb,1
MIP_00165847.pdb,1
MIP_00165848.pdb,1
MIP_00165850.pdb,1
MIP_00165852.pdb,1
MIP_00165860.pdb,1
MIP_00165862.pdb,2
MIP_00165866.pdb,1
MIP_00165867.pdb,1
MIP_00165870.pdb,3
MIP_00165872.pdb,1
MIP_00165873.pdb,2
MIP_00165876.pdb,1
MIP_00165877.pdb,1
MIP_00165878.pdb,1
MIP_00165884.pdb,2
MIP_00165885.pdb,1
MIP_00165888.pdb,1
MIP_00165889.pdb,1
MIP_00165890.pdb,1
MIP_00165892.pdb,2
MIP_00165893.pdb,1
MIP_00165897.pdb,1
MIP_00165898.pdb,1
MIP_00165900.pdb,1
MIP_00165902.pdb,1
MIP_00165903.pdb,1
MIP_00165904.pdb,1
MIP_00165908.pdb,1
MIP_00165910.pdb,1
MIP_00165911.pdb,1
MIP_00165912.pdb,1
MIP_00165915.pdb,26
MIP_00165916.pdb,1
MIP_00165920.pdb,4
MIP_00165922.pdb,1
MIP_00165924.pdb,1
MIP_00165926.pdb,1
MIP_00165927.pdb,1
MIP_00165928.pdb,1
MIP_00165929.pdb,1
MIP_00165935.pdb,1
MIP_00165936.pdb,1
MIP_00165937.pdb,1
MIP_00165944.pdb,2
MIP_00165946.pdb,1
MIP_00165948.pdb,1
MIP_00165955.pdb,1
MIP_00165972.pdb,1
MIP_00165973.pdb,4
MIP_00165978.pdb,1
MIP_00165984.pdb,1
MIP_00165985.pdb,1
MIP_00166001.pdb,1
MIP_00166008.pdb,1
MIP_00166011.pdb,1
MIP_00166012.pdb,1
MIP_00166014.pdb,1
MIP_00166016.pdb,2
MIP_00166019.pdb,1
MIP_00166021.pdb,1
MIP_00166027.pdb,3
MIP_00166029.pdb,2
MIP_00166030.pdb,2
MIP_00166040.pdb,2
MIP_00166041.pdb,1
MIP_00166042.pdb,1
MIP_00166045.pdb,1
MIP_00166046.pdb,1
MIP_00166049.pdb,1
MIP_00166052.pdb,1
MIP_00166053.pdb,1
MIP_00166056.pdb,3
MIP_00166059.pdb,1
MIP_00166063.pdb,1
MIP_00166064.pdb,2
MIP_00166073.pdb,4
MIP_00166078.pdb,1
MIP_00166079.pdb,1
MIP_00166080.pdb,1
MIP_00166088.pdb,1
MIP_00166091.pdb,1
MIP_00166093.pdb,3
MIP_00166095.pdb,1
MIP_00166096.pdb,1
MIP_00166097.pdb,1
MIP_00166104.pdb,1
MIP_00166105.pdb,3
MIP_00166108.pdb,2
MIP_00166110.pdb,1
MIP_00166111.pdb,1
MIP_00166115.pdb,1
MIP_00166117.pdb,6
MIP_00166119.pdb,1
MIP_00166121.pdb,1
MIP_00166123.pdb,1
MIP_00166125.pdb,2
MIP_00166126.pdb,1
MIP_00166127.pdb,1
MIP_00166131.pdb,1
MIP_00166139.pdb,1
MIP_00166141.pdb,1
MIP_00166148.pdb,1
MIP_00166150.pdb,1
MIP_00166154.pdb,1
MIP_00166158.pdb,1
MIP_00166159.pdb,1
MIP_00166161.pdb,1
MIP_00166166.pdb,2
MIP_00166177.pdb,3
MIP_00166178.pdb,1
MIP_00166181.pdb,1
MIP_00166183.pdb,4
MIP_00166185.pdb,1
MIP_00166192.pdb,1
MIP_00166194.pdb,2
MIP_00166195.pdb,1
MIP_00166199.pdb,1
MIP_00166200.pdb,1
MIP_00166203.pdb,1
MIP_00166205.pdb,1
MIP_00166206.pdb,1
MIP_00166210.pdb,1
MIP_00166214.pdb,1
MIP_00166218.pdb,1
MIP_00166220.pdb,24
MIP_00166221.pdb,1
MIP_00166223.pdb,1
MIP_00166224.pdb,1
MIP_00166232.pdb,21
MIP_00166233.pdb,1
MIP_00166235.pdb,1
MIP_00166238.pdb,1
MIP_00166239.pdb,1
MIP_00166240.pdb,3
MIP_00166247.pdb,2
MIP_00166256.pdb,4
MIP_00166264.pdb,1
MIP_00166269.pdb,1
MIP_00166270.pdb,1
MIP_00166271.pdb,1
MIP_00166272.pdb,2
MIP_00166273.pdb,1
MIP_00166274.pdb,9
MIP_00166280.pdb,1
MIP_00166286.pdb,1
MIP_00166288.pdb,1
MIP_00166289.pdb,1
MIP_00166291.pdb,1
MIP_00166295.pdb,1
MIP_00166296.pdb,1
MIP_00166297.pdb,1
MIP_00166301.pdb,1
MIP_00166302.pdb,1
MIP_00166304.pdb,6
MIP_00166305.pdb,8
MIP_00166306.pdb,37
MIP_00166312.pdb,1
MIP_00166314.pdb,1
MIP_00166315.pdb,1
MIP_00166316.pdb,1
MIP_00166323.pdb,1
MIP_00166324.pdb,1
MIP_00166326.pdb,1
MIP_00166328.pdb,3
MIP_00166332.pdb,1
MIP_00166334.pdb,1
MIP_00166339.pdb,1
MIP_00166341.pdb,1
MIP_00166342.pdb,1
MIP_00166345.pdb,1
MIP_00166346.pdb,1
MIP_00166351.pdb,1
MIP_00166353.pdb,1
MIP_00166357.pdb,1
MIP_00166363.pdb,1
MIP_00166366.pdb,1
MIP_00166367.pdb,1
MIP_00166369.pdb,1
MIP_00166372.pdb,1
MIP_00166378.pdb,1
MIP_00166379.pdb,1
MIP_00166389.pdb,1
MIP_00166390.pdb,1
MIP_00166394.pdb,1
MIP_00166395.pdb,1
MIP_00166396.pdb,1
MIP_00166400.pdb,12
MIP_00166401.pdb,2
MIP_00166402.pdb,1
MIP_00166403.pdb,1
MIP_00166404.pdb,1
MIP_00166408.pdb,1
MIP_00166411.pdb,1
MIP_00166419.pdb,1
MIP_00166423.pdb,1
MIP_00166432.pdb,1
MIP_00166434.pdb,1
MIP_00166446.pdb,6
MIP_00166447.pdb,1
MIP_00166448.pdb,1
MIP_00166449.pdb,1
MIP_00166450.pdb,1
MIP_00166454.pdb,48
MIP_00166456.pdb,2
MIP_00166459.pdb,1
MIP_00166463.pdb,1
MIP_00166464.pdb,1
MIP_00166467.pdb,1
MIP_00166478.pdb,1
MIP_00166480.pdb,1
MIP_00166483.pdb,1
MIP_00166484.pdb,1
MIP_00166489.pdb,1
MIP_00166492.pdb,1
MIP_00166493.pdb,1
MIP_00166498.pdb,1
MIP_00166499.pdb,10
MIP_00166501.pdb,1
MIP_00166506.pdb,1
MIP_00166507.pdb,1
MIP_00166508.pdb,1
MIP_00166509.pdb,1
MIP_00166513.pdb,1
MIP_00166514.pdb,1
MIP_00166516.pdb,1
MIP_00166520.pdb,1
MIP_00166523.pdb,1
MIP_00166527.pdb,1
MIP_00166528.pdb,1
MIP_00166531.pdb,1
MIP_00166532.pdb,2
MIP_00166535.pdb,7
MIP_00166537.pdb,1
MIP_00166542.pdb,1
MIP_00166545.pdb,1
MIP_00166546.pdb,1
MIP_00166547.pdb,1
MIP_00166549.pdb,3
MIP_00166550.pdb,1
MIP_00166552.pdb,7
MIP_00166553.pdb,1
MIP_00166554.pdb,1
MIP_00166555.pdb,1
MIP_00166557.pdb,1
MIP_00166559.pdb,1
MIP_00166576.pdb,1
MIP_00166582.pdb,14
MIP_00166585.pdb,1
MIP_00166587.pdb,1
MIP_00166588.pdb,1
MIP_00166594.pdb,1
MIP_00166596.pdb,1
MIP_00166598.pdb,1
MIP_00166604.pdb,1
MIP_00166606.pdb,3
MIP_00166615.pdb,1
MIP_00166624.pdb,1
MIP_00166630.pdb,1
MIP_00166637.pdb,1
MIP_00166641.pdb,1
MIP_00166646.pdb,26
MIP_00166648.pdb,1
MIP_00166649.pdb,1
MIP_00166652.pdb,3
MIP_00166653.pdb,1
MIP_00166657.pdb,1
MIP_00166661.pdb,2
MIP_00166666.pdb,3
MIP_00166670.pdb,1
MIP_00166675.pdb,1
MIP_00166676.pdb,1
MIP_00166679.pdb,1
MIP_00166682.pdb,1
MIP_00166683.pdb,1
MIP_00166687.pdb,1
MIP_00166696.pdb,2
MIP_00166697.pdb,1
MIP_00166701.pdb,65
MIP_00166702.pdb,2
MIP_00166703.pdb,1
MIP_00166707.pdb,1
MIP_00166708.pdb,1
MIP_00166713.pdb,2
MIP_00166720.pdb,1
MIP_00166722.pdb,1
MIP_00166728.pdb,1
MIP_00166730.pdb,1
MIP_00166734.pdb,1
MIP_00166735.pdb,1
MIP_00166737.pdb,1
MIP_00166738.pdb,8
MIP_00166739.pdb,1
MIP_00166740.pdb,1
MIP_00166743.pdb,1
MIP_00166748.pdb,1
MIP_00166752.pdb,1
MIP_00166760.pdb,1
MIP_00166765.pdb,1
MIP_00166766.pdb,1
